Time,25W,25X,25Y,25Z,25P,25Q
0.000,2187,2902,3947,430,454,458
0.020,2182,2907,3982,454,446,452
0.040,2192,2898,3969,445,450,449
0.060,2181,2900,3979,452,451,450
0.080,2197,2904,4091,453,454,451
0.100,2180,2898,3973,450,452,452
0.120,2187,2903,3993,450,456,453
0.140,2179,2886,3955,447,457,452
0.160,2181,2891,3982,455,456,447
0.180,2189,2900,4077,458,459,454
0.200,2184,2908,3984,456,452,457
0.220,2184,2897,3992,452,453,454
0.240,2203,2897,3978,453,448,455
0.260,2183,2900,3991,455,454,449
0.280,2178,2896,4074,455,451,451
0.300,2188,2897,3974,433,455,458
0.320,2183,2899,3986,458,463,460
0.340,2171,2906,3912,459,446,459
0.360,2189,2904,3999,455,457,461
0.380,2188,2908,4088,453,455,459
0.400,2174,2901,3970,458,454,449
0.420,2177,2893,3982,452,460,461
0.440,2172,2902,3908,464,448,450
0.460,2186,2891,3992,454,453,453
0.480,2189,2900,4074,456,453,456
0.500,2185,2898,3964,456,453,457
0.520,2187,2904,3993,454,451,453
0.540,2182,2912,3950,455,447,455
0.560,2195,2905,3987,452,456,451
0.580,2190,2902,4085,454,459,456
0.600,2186,2908,3967,458,456,456
0.620,2192,2901,3959,450,459,453
0.640,2194,2898,3935,451,455,448
0.660,2179,2897,3997,456,454,449
0.680,2183,2893,4051,461,447,453
0.700,2176,2901,3970,457,453,456
0.720,2184,2896,3969,458,453,459
0.740,2202,2898,3962,462,457,450
0.760,2183,2904,3993,452,453,450
0.780,2185,2906,4078,460,454,458
0.800,2181,2897,3963,455,457,457
0.820,2192,2901,3986,454,451,453
0.840,2200,2900,4000,442,455,457
0.860,2189,2895,3992,456,445,447
0.880,2187,2895,4064,456,453,454
0.900,2184,2895,3966,451,449,456
0.920,2181,2908,3980,447,457,447
0.940,2204,2889,3982,450,449,456
0.960,2184,2895,3994,454,453,449
0.980,2197,2900,4073,452,459,453
1.000,2183,2899,3962,447,456,454
1.020,2186,2901,3984,453,448,456
1.040,2189,2902,3962,451,459,455
1.060,2182,2896,4003,453,453,453
1.080,2182,2897,4074,452,452,454
1.100,2192,2902,3969,451,458,455
1.120,2184,2896,3981,457,450,454
1.140,2191,2904,3984,456,469,451
1.160,2184,2900,4011,451,456,453
1.180,2190,2895,4053,457,447,453
1.200,2188,2899,3962,453,458,446
1.220,2184,2896,3979,461,445,450
1.240,2175,2906,3956,456,451,458
1.260,2190,2902,3992,454,451,460
1.280,2197,2903,4071,452,456,460
1.300,2183,2895,3964,453,446,445
1.320,2180,2898,3984,445,451,459
1.340,2164,2892,3929,452,451,455
1.360,2182,2896,4002,453,451,449
1.380,2179,2904,4061,460,452,454
1.400,2178,2896,3962,453,449,452
1.420,2178,2902,3980,450,447,454
1.440,2166,2900,3914,439,452,447
1.460,2192,2898,4006,451,456,456
1.480,2187,2901,4079,448,448,457
1.500,2180,2923,3956,447,449,451
1.520,2181,2903,3983,455,450,452
1.540,2184,2899,3955,456,454,453
