Time,W,X,Y
0.008,2215.7018555052255,1721.4045413776607,432.42170537090533
0.008,2095.5130298689933,1898.3242224597207,418.9682950780263
0.031,2017.4361364844199,1697.7238739320967,439.440862575784
0.031,2277.439545445979,1726.4016448546633,441.47160150045363
0.032,2240.9895175979605,1894.295405412659,449.8027624901117
0.032,2090.01406153463,1759.360887491973,464.548458102961
0.058,2109.159440325301,1680.716200474014,431.4918909517394
0.058,2329.9752845544726,1698.3508205180212,417.15546851558605
0.085,2204.264592240619,1713.3634927347964,405.4175964454602
0.085,2140.9797323059806,1728.0288125545887,422.5811045285097
0.085,2084.773856315535,1730.5018922598988,462.7125342599918
0.113,2209.979721604057,1772.911888661296,404.5835856158451
0.113,2211.311618937596,1840.4614964638881,429.67338979572344
0.14,2137.2975805190094,1603.9619665884545,434.68780327705275
0.14,2095.7424186997077,1827.184248364542,430.9104253090778
0.14,2084.9405463698236,1786.7994770094729,447.3278575974394
0.167,2141.5245310246614,1745.8002040621288,431.70580458377464
0.168,2112.507469936506,1681.527611770991,439.9532494550838
0.194,2310.106960535479,1808.2497703301908,424.25012119955414
0.194,2099.5058088447668,1809.181638075992,440.90719585938615
0.194,2060.9134311513253,1786.1096850687213,442.95337614589545
0.194,2041.6596489489357,1719.5351159981274,428.9085830043251
0.219,2290.414830709149,1662.0565809393474,457.14619173564216
0.246,2046.5523425096717,1666.3616085522463,421.4751499659827
0.246,2156.05453558201,1641.5025871049124,434.6100807777853
0.247,2137.071727275123,1774.1513161448572,439.88848041137106
0.247,2243.9531193891694,1690.0099766398448,469.36253807023246
0.276,2156.4208384346266,1815.5409261769566,443.52607069578687
0.303,2219.9105152610396,1638.24317058811,457.7099510101956
0.303,2096.864404321418,1778.4000601221057,413.61528701216315
0.303,2133.1534063852005,1783.5218527761965,416.99216355409277
0.303,1889.1975082370961,1730.931724457411,454.082521379797
0.33,2153.491390236909,1892.1366495947104,433.22722748429806
0.33,2249.4250680073455,1729.838805771269,439.84698173721495
0.357,2061.046669146112,1810.5454705248287,466.19413772773464
0.357,2212.871274024938,1677.3696447768662,450.45831533528974
0.357,2169.1009981453203,1674.1177596380796,436.76424956943043
0.357,2185.9614554284312,1746.2653775295976,419.0342692890991
0.386,2249.9225618753226,1629.9179780076179,419.9318989493042
0.386,2129.059099008988,1766.3489526876676,436.4269308214237
0.414,2213.998493347177,1705.1095359771248,463.7143378821889
0.415,2097.8312610940457,1854.1693311238253,469.3731517426618
0.416,2272.6646454653073,1744.2973866518942,413.43773953158455
0.416,2036.8694333279436,1744.5669648420437,433.17859118464224
0.442,2195.7464224287323,1784.0867447139367,463.623382447964
0.442,2206.122384013394,1689.8510965670841,420.89518045574175
0.47,2204.8141204802787,1697.2120297200916,456.17204581024015
0.47,2336.4868499551453,1662.869139181918,447.37339421451804
0.471,2172.892877876545,1625.0761704877837,429.972965389554
0.471,2124.337674959711,1668.432562891185,467.05101005566917
0.498,1990.8846597073484,1631.5630377187751,448.5329434305984
0.498,2117.0845180855667,1653.9389860658314,444.3263571700259
0.526,2049.835200159959,1760.0008207013384,472.86980836492927
0.526,2145.986881151754,1736.5125409497014,456.2351108977841
0.526,2219.2010131437414,1650.0180577633191,437.7679596340582
