Time,W,X,Y
0.008,2028.0070411298075,1652.2588186702446,432.00951167723
0.008,2099.4141686554913,1713.8166685588224,464.5563431917676
0.031,2230.350087731673,1840.7791888987147,458.56389060567557
0.031,2374.7317886831124,1623.7839690417204,450.3941812781683
0.032,2408.4500520737265,1849.3535098056673,472.9061866046577
0.032,2332.6722468594494,1919.3570465429962,469.0048199970507
0.058,2098.784658537003,1837.1978712360212,472.0124717933288
0.058,2099.9888902103858,1710.8533205682654,443.1415368248776
0.085,2224.4752304113367,1913.5934575872122,451.82333971159596
0.085,1912.2280967960294,1917.689585130609,445.9532409864807
0.085,2397.642696635412,1854.580320867896,485.7820061823588
0.113,2276.353300886969,1698.4106669111022,428.48471886478126
0.113,2418.329494638056,1719.2186964347284,440.30492037286945
0.14,2064.238954589555,1790.2728314256456,387.8075869743349
0.14,2080.4413007103904,1961.1131834384432,443.13803548813803
0.14,2386.4374993328865,1766.0492326135525,428.80959610425293
0.167,2145.5549540945053,1787.7877397220923,438.05237098044154
0.168,2288.3111361387596,1658.7594651002064,432.05176162391865
0.194,1917.1802928022157,1737.3302740182748,447.83631595078003
0.194,2128.3032095842777,1678.2592842026354,483.9630167801481
0.194,2174.2652004123383,1867.4516447418723,445.6265066423631
0.194,2261.2229513688053,1761.6785208713407,413.2992559239818
0.219,2233.0998223259526,1823.535096817149,442.599416667049
0.246,2226.1669220899817,1760.351362722237,465.32825744042646
0.246,2234.8783752746576,1714.5245517005887,437.6951136139076
0.247,2224.005045264521,1360.6832377250141,453.93058558952947
0.247,2103.3456021816737,1864.7104666257264,385.74191535146605
0.276,2120.162933638607,1760.330483565389,426.2567054842945
0.303,2331.1286138931564,1796.9361239517386,468.782533747761
0.303,2177.746130830269,1967.0747079971798,402.2698056584819
0.303,2092.258689787138,1724.158672564251,453.4100860180827
0.303,2320.3866591190013,1901.7180611189801,409.084060666625
0.33,2130.908076059211,1630.993848452763,403.42630351615895
0.33,2291.849412291747,1957.9134556376034,462.14701473141776
0.357,2097.668574628734,1779.412743484019,468.12890049972793
0.357,1989.4863917322878,1843.5085028118485,477.64620091499626
0.357,2153.391923144478,1799.8276737022554,462.3736095894885
0.357,2085.814085426388,1784.5246248192857,451.0228953907505
0.386,2161.0800841249593,1849.2897836622274,476.19308172512393
0.386,2141.2641737190925,1692.755427329701,412.60402850199694
0.414,2230.1290050762927,1748.017898320833,414.7351406166486
0.415,2161.471588524602,1940.758043822386,408.1674422086291
0.416,2191.992492292576,1663.5744244087682,465.4898861284972
0.416,1971.88875785573,1742.9160303050626,424.3239371897686
0.442,2428.6810287669905,1766.1288555362726,429.75593406052496
0.442,2409.6136717635864,1600.6154976420198,448.1764309161252
0.47,2283.6080687952367,1952.058650575574,432.11365475924737
0.47,2247.3858070128204,1676.804811962396,436.4333290091362
0.471,2210.960902022496,1628.100939641371,422.3984142755129
0.471,1965.6732339027271,1685.7930766313036,448.8548982033365
0.498,2460.3556786599725,1752.5778963955142,484.28780839670526
0.498,2059.542378375646,1882.161128589996,431.73431341589065
0.526,2116.1343707580672,1731.3535927149894,391.61027220209786
0.526,2279.4165496300907,1813.1160163993386,456.5321985190861
0.526,2462.070555609776,1854.8605914243856,394.2487656201964
0.526,2292.030944030378,1815.215079175768,426.7761544774777
0.555,2224.5288468826298,1710.5815919245133,464.7602294925555
0.555,2153.6874155572486,1936.2251709632521,479.77283268597057
0.582,2297.385787666718,1715.0463197044699,401.0135284257763
0.582,2160.2554354877207,1810.1827644193668,462.7014008493999
0.61,2078.50175679934,1746.2932786280282,389.4149333477466
0.61,1983.9938060351947,1645.8713452910088,427.57913667973213
0.61,2273.268567501241,1705.9304813008396,450.06333485772456
0.611,2318.503518534276,1839.4579120473927,417.5353874956967
0.638,2109.58478831935,2033.1405623645196,478.8740478113531
0.638,2314.3931499314344,1796.5200341720936,458.90061155661675
0.639,2329.8901383352445,1819.85054520869,440.19654539729964
0.639,1898.5936211250919,1660.8233589082054,442.0191090268083
0.665,1968.5318403231327,2044.4747111437584,446.1831244033677
0.665,2189.4133452550145,1717.6424103499687,483.61647432054804
0.693,2157.3138132908316,1887.925177415707,431.1887460211487
0.693,2206.3018968653837,1702.834610757106,426.33682407309135
0.693,2136.805979569956,1765.2688372742607,483.2688429866314
0.693,2190.846153743892,1699.354032046791,433.47227583157223
0.72,2157.1156960712074,1686.0943866038745,463.5197909218768
0.72,2199.357360687642,1872.462413100217,481.4556411742682
0.747,2179.724740898387,1914.9517582719695,453.41700345206004
0.747,2158.5809502049387,1572.6092647198939,438.64057007268843
0.748,2437.351663104285,1907.4514754412844,421.6155028839013
0.748,2001.2858754327485,1964.71657678145,391.10736647273103
0.775,2491.8969556028133,1579.7544096604122,456.6222418328566
0.775,2080.309672122901,1533.5642612149609,463.9395424733966
0.809,2146.608922826652,1792.0863602138604,447.76463900152834
0.809,2145.4237353887797,1675.5593454716914,466.2583327075528
0.829,2379.0358037408923,1889.3155758604555,424.99300254487764
0.829,2251.8367258404655,1844.3438530360665,450.67032995914104
0.829,2290.4005637531072,1866.1115018966414,454.2943515385221
0.83,2392.6913883602347,1800.579850532914,452.5760105307357
0.85,2069.206812520139,1743.1865987313229,489.4648748940401
0.871,2217.0368503844525,1765.5318521022375,446.01046988977714
0.872,2448.2112298273055,1667.844727277854,411.7822309333672
0.89,2063.231728328448,1908.597313447413,419.1449550655928
0.891,2331.8669447015914,1831.945075625052,465.5282610061935
0.891,2129.2642104958686,1795.1981359374308,451.641729391886
0.891,2173.476887771665,1707.8660653125585,438.27970822857
0.911,2266.551008791164,1850.7029026442708,426.47822712496463
0.911,2086.159803702541,1822.7265524001448,453.5653009602662
0.932,2265.459493062289,1796.504244056273,449.2174788136386
0.932,2252.3724975019204,1678.2439910042974,456.8050012488887
0.953,2264.3159227101655,1881.7634414750426,394.9364766592783
0.953,2168.3799530756523,1686.859918755489,450.1505237481522
