Time,W,X,Y
0.008,2411.5900805043484,1713.0685657989802,506.5702529914705
0.008,2252.8723334284873,1811.4337830251586,497.6155532438141
0.031,2111.5073526344177,1796.3262634872433,497.45839391058274
0.031,2251.797321902383,2054.5268805262144,439.8838665817794
0.032,2197.120574867415,1552.2755809908135,471.3503443151294
0.032,2453.8759637501385,1588.723592539167,523.7950427118533
0.058,2495.1922709863,1949.729223243532,506.0837488807333
0.058,2161.921452416734,1816.6408322563652,472.21786895397224
0.085,2603.7784520335545,1807.7279083720093,463.25151087121816
0.085,2329.860645365527,1829.8549758666306,530.3265172196711
0.085,2336.0010319296207,1731.697041146731,422.3752738139194
0.113,1849.0880116272992,1764.5661967765288,483.7609889582805
0.113,2200.984547249223,1809.0541771320359,442.37413755948774
0.14,2320.345096255911,1685.569034609257,496.8154111732022
0.14,2474.6153859366536,1778.2947793525711,423.6862947337903
0.14,2043.1716887963835,1719.361751662277,528.5996075478963
0.167,2057.3886955714866,1815.6824519257668,482.2486807718673
0.168,2290.2688243088146,2073.931885917389,488.60108010383743
0.194,2443.42168326961,1868.1500521168819,453.9445673175637
0.194,2205.33241063772,1957.2580208928193,435.14161293725465
0.194,2128.2786361591516,1560.3643270727716,468.2549249109853
0.194,2396.4763723426204,2022.809385878777,476.6792886886668
0.219,2479.93911351162,1648.8072948144345,529.0032663458566
0.246,2153.6991900444646,2035.0151901126671,439.19987294233437
0.246,2217.1580085390233,2104.8796540415765,477.4384267590008
0.247,2116.5991235205647,1759.2774615714866,464.1175855852805
0.247,2285.8119432872736,1672.3578567315499,474.784599894533
0.276,2247.84754503949,2004.676246531595,494.9353340579035
0.303,2434.3735924878442,1864.5940432542593,391.0803505885226
0.303,2100.1653849405984,1955.7495805987978,474.047612001682
0.303,2394.0648085703488,1816.1277519781454,403.0170557950094
0.303,2109.1653467891506,1585.4756395345107,461.8790574089881
0.33,2245.2589386453838,2102.400626891164,481.4774983866149
0.33,2264.360507821214,1839.607795699153,495.99693245182397
0.357,2254.6796804625205,1892.5584642368437,498.27051189600644
0.357,2352.314507272916,1981.0624462875328,521.5593159196598
0.357,2547.5479495218297,1951.7231613420815,447.0464467402077
0.357,2456.2005475845563,1938.6607014574402,424.95369264483963
0.386,2096.4353616853305,2056.3054558613153,444.29473411164304
0.386,2198.9059600207083,2116.5537340253522,472.5851222009395
0.414,2034.7337437771073,1754.7287834453784,438.71577257405863
0.415,2233.728851437075,1890.218085413106,431.3194031882887
0.416,2561.5868849013677,1686.9074434611628,412.78503961355113
0.416,2301.9349802854067,1909.1771771844838,465.1288571765586
0.442,2146.890279802712,2071.581961138307,459.2757720223152
0.442,2532.9710201028347,1668.59175861533,523.583130601121
0.47,2216.682748741539,1835.1823682605318,429.0874563794076
0.47,2322.2001148420522,1821.017704539209,524.499271099222
0.471,2055.810864568296,1766.8881784392534,483.5672835418452
0.471,2370.0891755589396,1994.9332516348488,448.19820989636173
0.498,2210.341114941335,1892.3194655908537,502.83631804137605
0.498,2114.058469264979,1806.4808651465191,498.3222907513056
0.526,2149.6326534119903,2135.7563355469874,502.68555233293534
0.526,2295.2673043420205,1845.329068804101,493.4232371320874
0.526,2318.724654745572,1890.445303810865,489.7783139323869
0.526,2334.801490785679,1989.1656909906844,446.47308953066107
0.555,2470.7078588583327,1881.6238631907847,500.85988015727304
0.555,2319.677509771979,1568.7889386347545,477.2866762658905
0.582,2429.1128861608063,2031.2196029911215,461.0596032098101
0.582,2441.2028542375656,1910.320187329491,417.4984419090244
0.61,1894.769670430814,1816.4718843638445,381.35798807856736
0.61,2308.7543635715406,1937.8521234214588,446.5904302534157
0.61,2471.975905288176,1745.905190923281,471.6843538186161
0.611,2224.3883077725086,1846.559797954339,464.7959809972632
0.638,2540.695798277642,1775.5254306779525,470.43051679348434
0.638,2153.241013460883,1907.0776355138312,471.65642172116975
0.639,2227.8525291785527,1743.4170369832032,499.2265264952529
0.639,2437.0118740886796,1936.4156754436754,486.3549389768718
0.665,2247.621977020835,1864.7238223510205,494.4771593169203
0.665,2183.8455294313167,1925.5620802046872,433.5646986665307
0.693,2224.1091936909515,1858.2425518336438,449.8222687526714
0.693,2204.7617808043783,1661.3141849747742,485.88247041708195
0.693,2191.300848459052,1863.7109625783617,457.7525411802497
0.693,2238.9563146787495,1770.0646563393875,398.58497276337243
0.72,2340.2932362039382,1876.5058776487122,464.36167726972525
0.72,2332.768632177133,1982.324097510916,441.3816953470647
0.747,2309.516132028711,2039.5513262577442,499.9111598170628
0.747,2530.1086985348584,1667.5436124836501,442.58324835234646
0.748,2374.0894207000524,1735.4717998464978,436.52573016757015
0.748,2425.838953365736,1810.0579396036542,421.3008857101409
0.775,2244.003551055433,1875.1253156807247,443.05424637222893
0.775,2116.1764761951144,2129.0510492687263,468.06311525678257
0.809,2124.886302807001,1924.8209022792316,435.7769672992236
0.809,2080.7439905841093,2038.5719794666647,463.05534207742187
0.829,2005.4090338938313,1877.317150752279,484.76965683132835
0.829,2193.9322030713847,1766.6745574944919,506.95508436842186
0.829,2302.4126048888174,1797.4545162038444,463.17750970630277
0.83,2180.0390818012543,1914.4207649275745,433.0410935815993
0.85,2578.9701951985458,1862.2818565759264,391.62712968593047
0.871,2152.1279532872913,1869.2051937731446,479.9672857496571
0.872,2327.5124310170963,1731.0719332140482,469.50563539096987
0.89,2298.640084255502,1859.1024788876457,507.4601878828766
0.891,2465.842444258868,1781.1492158463761,483.3347571258762
0.891,2389.3485065089776,1883.39392873161,505.87683041821754
0.891,2387.387090909457,1791.9140262981953,531.5437861488232
0.911,2392.578884574425,1987.319970946896,468.265619345873
0.911,2396.6524878395353,2093.250038773362,487.61288768767815
0.932,2417.3736672862315,1811.1751524713566,523.7855295335835
0.932,2318.8753926201816,1879.267064750688,439.9840154634762
0.953,2097.899224835355,1685.7228217591316,497.2419942429465
0.953,2101.2857741252988,1849.4211983494463,496.75555464379755
0.975,2389.3177626449315,1801.4897353981526,502.75364022026776
0.975,2081.2898261261207,1942.3358751116778,490.08851397816284
0.996,2373.1036699255187,1842.7185639073732,439.1219044460879
0.996,2412.4699601790917,1679.3089464150669,476.99620323696087
1.018,2228.936901505906,2023.535690588172,498.1761250730605
1.018,1985.554736432748,1815.450292293814,419.3037148741433
1.038,2463.260533899463,2031.9750296478628,435.6313323555014
1.038,2466.2721422236405,1735.0248745460683,529.5285470149191
1.058,2430.021905101214,2015.934548089247,388.46782906843316
1.058,2280.7509515739735,1690.0286691951371,496.7201880133379
1.059,2014.521510526514,1933.4758920044437,459.5168714192612
1.059,2293.67401022348,1804.958887786488,471.17551734293204
1.08,2341.9945655531355,1676.8411637181916,518.0794765860538
1.08,2729.0638905433716,1892.9201909321407,509.6171353811511
1.101,2394.446743586048,1864.5835393547795,535.1266910182658
1.101,2297.268790019038,2082.7443536625574,428.6436125904032
1.122,2205.324175310384,1816.8309178369252,500.4021997304398
1.122,2383.648606534565,2096.5704668042517,506.63149976807887
1.145,2227.136446950825,1904.6061385752416,485.52429032216077
1.145,2293.728534071604,1799.0408050651442,488.4003019209119
1.164,1889.9402761767483,2019.8710684603586,527.2572509513113
1.164,2190.4223651712978,1956.4944676075831,492.04058159646274
1.185,2285.1619048606867,2077.236481647542,472.28004052140363
1.185,2460.6430058283227,1852.9920251240378,435.67313089448726
1.205,2288.6314901567225,1851.184667402384,449.0413352654922
1.205,2233.0645960775164,1645.0400640820396,445.3552731887557
1.228,2261.9965193296944,1695.8886914299562,507.5427839842874
1.228,2511.5435284627515,1791.4860481299354,419.4567838008385
1.229,2346.1521684255395,1628.3913984113915,457.0894827950866
1.229,2522.186254597231,1772.4024092945542,503.8845864562372
1.247,2463.3760104954195,1751.3304102252619,479.2495350056887
1.247,2152.150786917958,1780.812033579878,543.0665950035033
1.268,2428.4285724779215,1621.83796422798,483.6714379315124
1.268,2574.396881901053,1792.9891577185874,522.7249296174449
1.289,2041.4650887959272,1794.4993302064122,452.3018500604054
1.289,2471.1730699886407,1728.963029993773,454.67645620176086
1.332,2523.1773475874925,1683.7462917748485,410.89055448100595
1.332,2288.6555771748535,1916.6516074997917,500.3433688681153
1.332,2258.494090981743,1637.9954089198986,499.8598391952223
1.333,2169.599264531368,1839.1189909717518,442.32985382757346
1.354,2090.5661140111824,2011.927738496209,424.7730577110468
1.354,2325.2418568265416,1880.5680323896897,477.54310626835485
1.372,2147.7540472041082,1690.8859459888888,456.5901217663892
1.372,2452.3478975220346,1896.6748927709655,420.0564244978906
1.393,2277.264536281805,2039.0164837457862,462.7705854525332
1.394,1877.31772329593,1875.5140877549609,472.2866711816625
1.394,2158.94871245553,1804.9618918163644,482.00255453073015
1.394,2281.0015521220507,1829.901846976559,471.66332841038326
1.415,2421.215857949101,1846.6838605201817,460.5809094284795
1.415,2125.409875787705,1957.6326850309467,474.60391244028347
1.435,2061.6638200577577,1890.6111020372493,397.4616333024629
1.435,2149.224474507157,1609.1967988751176,484.71902922304497
1.457,2401.51416790483,1659.5109615679112,498.6376627904177
1.457,2413.480429293597,1879.748796711236,484.1486855725669
1.479,2537.7495665026568,1682.9347182200943,427.14292467229404
1.479,2612.7678399468,1838.3112120200983,474.31462862187396
1.502,2217.063311711464,1792.1218447796978,455.2634328316465
1.502,2236.2360107774057,1825.689318164859,503.53282726293884
1.522,2326.421275533164,1601.597717690772,439.7833914562346
1.522,2354.756052174393,2058.773649878106,399.58728727893526
1.542,2182.284846803509,1719.217026993229,454.75062375069615
1.543,2636.1411233608123,2045.2467552723654,439.754735377088
1.563,2652.7172682021574,1995.9764497383094,492.3755007370049
1.563,2250.415434768645,1889.0713272334742,462.3073911892795
1.563,2413.6122367995126,1766.3037861695186,450.38615136624765
1.563,2140.5465823662817,2135.0652473694545,467.2805620758539
1.584,2499.8878983515465,1873.964337360493,454.6574434283273
1.584,2057.8387090382353,1820.926585750391,454.637380477189
1.605,2207.6413758838635,1728.2216069332867,467.25710888566454
1.605,2672.9959903052522,1911.0681765978304,477.77877290012094
1.627,2454.751427373486,1816.3434125255405,421.60588792124054
1.627,2331.0903393847693,1705.7936299957648,427.12395067580354
1.647,2626.863324529579,1763.7880896085148,450.13354649465583
1.647,2041.099345472563,1937.661430972394,415.80148372780127
1.668,2236.596593904883,1906.9519480090112,499.7358837193654
1.668,2175.96288887783,2104.277111510405,476.00839034322854
1.691,2400.163186746181,1742.6885900397556,460.22450869872375
1.691,2226.797082530228,1725.8877614118396,514.4004122589139
1.711,2348.429479232185,2080.123473048503,458.312180566066
1.711,2270.9791606197673,1814.2970779163693,526.7689793291431
1.731,2367.248520970172,1831.621768292906,470.95760907837575
1.731,2247.790792600661,1923.9816239378401,458.70889498828865
1.732,2249.8031246316755,1839.1372183937913,493.7245938881158
1.732,2408.4780520934955,1816.540013202097,424.0758773858332
1.752,2377.723238530056,1913.1587111978376,404.20571213879526
