epoch,train_loss,train_acc,val_loss,val_acc,lr,label_smoothing
1,2.2562952200571695,0.11568371759106716,2.177254231770833,0.1,1.08e-05,0.05
2,2.2173220415910087,0.12083291839808226,2.1493489583333334,0.09583333333333334,1.56e-05,0.05
3,2.195858617623647,0.12233961826811234,2.128340657552083,0.10833333333333334,2.04e-05,0.05
4,2.1864970962206525,0.12217650659683083,2.1178385416666665,0.12083333333333333,2.5200000000000003e-05,0.05
5,2.161027113596598,0.12784202626595895,2.11136474609375,0.12083333333333333,3e-05,0.05
6,2.14798389673233,0.135429551700751,2.0390218098958335,0.19166666666666668,3e-05,0.05
7,2.037403670946757,0.1926243670284748,1.8771708170572916,0.2625,2.9998033254984483e-05,0.05
8,1.7406196375687917,0.3608185239136219,1.3889668782552083,0.4666666666666667,2.9992133535682725e-05,0.05
9,1.6589953362941743,0.40270549928148586,1.356708780924479,0.44166666666666665,2.998230238919386e-05,0.05
10,1.5285700450340907,0.4702888635297616,1.2362937927246094,0.4875,2.9968542393565674e-05,0.05
11,1.4706472913424173,0.5008656024932862,1.1480550130208333,0.5958333333333333,2.9950857157118544e-05,0.05
12,1.4118415057659148,0.53153555393219,1.0378662109375,0.6083333333333333,2.9929251317499212e-05,0.05
13,1.2700878113508225,0.592464837928613,0.9480444590250651,0.6375,2.990373054046467e-05,0.05
14,1.1868575622638067,0.6401871398091317,0.9035266876220703,0.6375,2.9874301518396384e-05,0.05
15,1.245021633307139,0.6142782176534335,0.9610724767049154,0.6083333333333333,2.9840971968545348e-05,0.05
16,1.2224924584229788,0.6274422377347946,0.9261834462483723,0.65,2.980375063100837e-05,0.05
17,1.1023969411849976,0.6945741564035416,0.8425955454508464,0.6791666666666667,2.9762647266436125e-05,0.05
18,1.0918730666240057,0.7017964373032252,0.8652521769205729,0.675,2.9717672653473598e-05,0.05
19,1.0477822452783585,0.7186208258072535,0.8965967814127604,0.6791666666666667,2.9668838585933568e-05,0.05
20,1.0889304906129837,0.7058483218153317,0.8861133575439453,0.6916666666666667,2.9616157869703905e-05,0.05
21,1.044667163491249,0.725725507736206,0.966239865620931,0.675,2.95596443193894e-05,0.05
22,0.9715832933783531,0.7544066960612933,0.8866256713867188,0.6875,2.949931275468918e-05,0.05
23,1.0180418262879054,0.7313017422954241,0.8279289245605469,0.7125,2.9435178996510466e-05,0.05
24,0.9271750544508298,0.7725092341502507,0.7925686518351237,0.7375,2.936725986281982e-05,0.05
25,0.8964733089009921,0.7795561611652374,0.8326582590738932,0.7041666666666667,2.9295573164232926e-05,0.05
26,1.0092001855373383,0.7341184342900912,0.8626714070638021,0.6958333333333333,2.9220137699344072e-05,0.05
27,0.9737710888187091,0.7567075962821642,0.8222577412923177,0.7083333333333334,2.914097324979653e-05,0.05
28,0.8860070814689001,0.7980382725596428,0.768426513671875,0.7416666666666667,2.905810057509517e-05,0.05
29,0.9124428659677506,0.7779768208662668,0.9011740366617839,0.6791666666666667,2.897154140716265e-05,0.05
30,0.9852204740047454,0.7532033289472262,0.8204668680826823,0.7416666666666667,2.8881318444640577e-05,0.05
31,0.891293327510357,0.7840969637036324,0.8294025421142578,0.7041666666666667,2.87874553469372e-05,0.05
32,0.834793372452259,0.8157730182011922,0.7867806116739909,0.7,2.8689976728023116e-05,0.05
33,0.8934592808286349,0.783486803372701,0.751027234395345,0.725,2.8588908149976716e-05,0.05
34,0.898321637014548,0.7860655903816223,0.8283152262369792,0.7208333333333333,2.8484276116280943e-05,0.05
35,0.9014672746260961,0.7884557262063027,0.7727981567382812,0.7541666666666667,2.8376108064873226e-05,0.05
36,0.9119385913014412,0.7773203631242116,0.7205497741699218,0.7416666666666667,2.8264432360950365e-05,0.05
37,0.8708178694049518,0.8000068177779516,0.7560848236083985,0.7458333333333333,2.814927828953023e-05,0.05
38,0.9901253481705984,0.7544141391913096,0.8257598876953125,0.7375,2.803067604777228e-05,0.05
39,0.8947109421094258,0.7908015131950379,0.927987798055013,0.6916666666666667,2.790865673705889e-05,0.05
40,0.7925618946552276,0.8299793456991513,0.7994024912516277,0.7291666666666666,2.778325235483955e-05,0.05
41,0.8548146223028501,0.8049772813916206,0.8132643381754557,0.7333333333333333,2.765449578624008e-05,0.05
42,0.8487610255678495,0.8044184481104215,0.7311472574869792,0.7458333333333333,2.752242079543908e-05,0.05
43,0.871772755185763,0.7987042938669523,0.8196577707926432,0.7416666666666667,2.7387062016813858e-05,0.05
44,0.8242933968702952,0.8107751458883286,0.7954538981119792,0.7416666666666667,2.7248454945858174e-05,0.05
45,0.8948950414856275,0.7921972751617432,0.7358849843343099,0.7416666666666667,2.7106635929874153e-05,0.05
46,0.7772426376740138,0.8381391560037931,0.7921281178792318,0.7041666666666667,2.6961642158440824e-05,0.05
47,0.8664304052790006,0.7960177376866341,0.8054991404215495,0.7125,2.681351165366183e-05,0.05
48,0.7929982438683509,0.8337562183539072,0.777468490600586,0.7458333333333333,2.6662283260194756e-05,0.05
49,0.8701575433214506,0.7998031094670296,0.7360476175944011,0.725,2.6507996635064806e-05,0.05
50,0.819169715543588,0.8220866282780965,0.84146728515625,0.7291666666666666,2.635069223726544e-05,0.05
51,0.8029253760973613,0.8339522158106168,0.7196461995442708,0.7375,2.6190411317148705e-05,0.05
52,0.7904410868883133,0.8287795518835386,0.752489980061849,0.7333333333333333,2.602719590560802e-05,0.05
53,0.8803527663151424,0.7969775731364886,0.7758925755818685,0.7416666666666667,2.5861088803056338e-05,0.05
54,0.8199341416358947,0.8141825035214424,0.869162114461263,0.6875,2.5692133568202452e-05,0.05
55,0.8611523156364759,0.7997406512498856,0.8151742299397786,0.725,2.55203745066285e-05,0.05
56,0.7375283579031626,0.8564176504810651,0.8267213185628255,0.725,2.5345856659171577e-05,0.05
57,0.8735369841257731,0.7985508287946383,0.7821357727050782,0.7333333333333333,2.5168625790112564e-05,0.05
58,0.8443450018763542,0.8100645626584689,0.8296162923177083,0.7375,2.4988728375175226e-05,0.05
59,0.8038372332851093,0.82406920393308,0.8661088307698568,0.7166666666666667,2.4806211589338802e-05,0.05
60,0.7222678085168203,0.8572420085469882,0.7898680369059244,0.725,2.4621123294467115e-05,0.05
61,0.6982174252470335,0.8673903942108154,0.8091640472412109,0.7041666666666667,2.443351202675768e-05,0.05
62,0.821621357401212,0.8284940456350645,0.7523044586181641,0.7166666666666667,2.4243426984013923e-05,0.05
63,0.8103005816539128,0.8145777295033138,0.7715438842773438,0.725,2.4050918012743888e-05,0.05
64,0.7316601410508156,0.8531849856177965,0.8607638041178386,0.725,2.3856035595088858e-05,0.05
65,0.693258115152518,0.8718723689516386,0.8835279464721679,0.75,2.365883083558531e-05,0.05
66,0.7930713708202044,0.8264371494452158,0.7839168548583985,0.7291666666666666,2.3459355447763613e-05,0.05
67,0.7684465060631435,0.8382239788770676,0.8428162892659505,0.7125,2.3257661740587065e-05,0.05
68,0.8549856409430504,0.799504761894544,0.8145496368408203,0.7333333333333333,2.3053802604734773e-05,0.05
69,0.7428848162293434,0.8507989108562469,0.8005023956298828,0.7416666666666667,2.2847831498731962e-05,0.05
70,0.8056178107857704,0.8295407742261887,0.8373638153076172,0.7166666666666667,2.2639802434931457e-05,0.05
71,0.7774637018640836,0.8292426124215126,0.8717310587565105,0.6958333333333333,2.2429769965349828e-05,0.05
72,0.8131758819023768,0.8236862694223722,0.8471299489339192,0.7291666666666666,2.2217789167362088e-05,0.05
73,0.7828130503495534,0.8383273084958395,0.8818094889322917,0.7,2.200391562925862e-05,0.05
74,0.8435275162259738,0.8069698443015416,0.8473832448323567,0.7208333333333333,2.1788205435668093e-05,0.05
75,0.7401746347546577,0.8460004503528277,0.7882756551106771,0.7666666666666667,2.1570715152850244e-05,0.05
76,0.6339034547408422,0.8900880336761474,0.769842529296875,0.7458333333333333,2.1351501813862364e-05,0.05
77,0.7588833446304003,0.8413531134525934,0.8412186940511067,0.7125,2.113062290360335e-05,0.05
78,0.818855598072211,0.8198654065529506,0.8070401509602865,0.7416666666666667,2.0908136343739315e-05,0.05
79,0.7919757266839346,0.8319188927610716,0.8960475285847982,0.725,2.0684100477514608e-05,0.05
80,0.8354510650038719,0.816074687242508,0.823287836710612,0.725,2.045857405445232e-05,0.05
81,0.8376321489612262,0.8091883877913157,0.8303632100423177,0.7166666666666667,2.0231616214948246e-05,0.05
82,0.6857932493090629,0.8658515498042106,0.7966967264811198,0.7375,2.000328647476232e-05,0.05
83,0.8039760231971741,0.8218147446711858,0.8446837107340495,0.7333333333333333,1.977364470941167e-05,0.05
84,0.792282423377037,0.8317856341600418,0.8553424835205078,0.7,1.954275113846927e-05,0.05
85,0.7920011296868325,0.8263830482959748,0.8056158701578776,0.7125,1.931066630977243e-05,0.05
86,0.7220121343930562,0.8495745986700058,0.803958511352539,0.7041666666666667,1.907745108354515e-05,0.05
87,0.7989213903745015,0.8239404261112213,0.8734862009684244,0.6833333333333333,1.8843166616438595e-05,0.05
88,0.8413803453246752,0.8099411179622015,0.7898579915364583,0.725,1.860787434549381e-05,0.05
89,0.7259944687287013,0.8478513379891713,0.8283028920491536,0.7,1.8371635972030942e-05,0.05
90,0.7979558189709981,0.8279343803723653,0.9160494486490885,0.6875,1.8134513445469128e-05,0.05
91,0.8480330258607864,0.808621468146642,0.7836022694905599,0.7166666666666667,1.7896568947081324e-05,0.05
92,0.7486469904581706,0.8447511211037636,0.8311602274576823,0.7208333333333333,1.7657864873688346e-05,0.05
93,0.775924896200498,0.8387336025635401,0.7664440790812175,0.7416666666666667,1.7418463821296398e-05,0.05
94,0.8424679324030876,0.8070027321577072,0.8091323852539063,0.7291666666666666,1.7178428568682357e-05,0.05
95,0.7509413063526154,0.8384168192744255,0.7657699584960938,0.7083333333333334,1.6937822060931094e-05,0.05
96,0.7176236887772878,0.8633935943245887,0.7527779897054037,0.7125,1.6696707392929265e-05,0.05
97,0.7241409699122111,0.8544999718666076,0.7607706705729167,0.7166666666666667,1.645514779281972e-05,0.05
98,0.7446536228060723,0.8421696772178014,0.8222668965657552,0.7083333333333334,1.6213206605421064e-05,0.05
99,0.6963943903644879,0.8710385441780091,0.8223852793375651,0.6833333333333333,1.5970947275616537e-05,0.05
100,0.7655180300275485,0.8440461109081904,0.8110977172851562,0.7208333333333333,1.5728433331716724e-05,0.05
101,0.7237609540422757,0.8554035087426504,0.7541325887044271,0.7291666666666666,1.548572836880034e-05,0.05
102,0.7609501267472903,0.8397327328721682,0.8299697875976563,0.7166666666666667,1.5242896032037525e-05,0.05
103,0.70503807614247,0.8577369675040245,0.7677955627441406,0.7375,1.5000000000000002e-05,0.05
104,0.7829731295506159,0.8331648747126261,0.8146222432454427,0.7083333333333334,1.4757103967962484e-05,0.05
105,0.7224773193399111,0.8533092627922694,0.8786624908447266,0.7,1.451427163119966e-05,0.05
106,0.6672529349724452,0.8796240001916885,0.8105912526448568,0.7,1.427156666828328e-05,0.05
107,0.7484140122930208,0.8358816454807917,0.8260496775309245,0.7208333333333333,1.4029052724383469e-05,0.05
108,0.7589444493254026,0.8343301400542259,0.8599845886230468,0.7125,1.3786793394578944e-05,0.05
109,0.7512645582358043,0.8436149716377258,0.8829727172851562,0.7125,1.3544852207180288e-05,0.05
110,0.7427685494224231,0.8350054224332174,0.8207472483317058,0.7,1.330329260707074e-05,0.05
111,0.7720962380369504,0.8374850407242775,0.8482780456542969,0.7041666666666667,1.306217793906891e-05,0.05
112,0.7399193828304609,0.8462419142325719,0.8866919199625651,0.7041666666666667,1.2821571431317652e-05,0.05
113,0.6734771817922592,0.8688463340202968,0.8490230560302734,0.7208333333333333,1.258153617870361e-05,0.05
114,0.7131199682752292,0.8628310372432073,0.7875322977701823,0.7125,1.234213512631167e-05,0.05
115,0.7948731511831284,0.8169318228960037,0.8223375956217448,0.725,1.2103431052918692e-05,0.05
116,0.7073638364672661,0.8611132800579071,0.8115105946858724,0.725,1.186548655453088e-05,0.05
117,0.7356819416085879,0.8488937666018804,0.8323497772216797,0.7291666666666666,1.1628364027969067e-05,0.05
118,0.7245049188534419,0.844239060084025,0.854031753540039,0.725,1.1392125654506203e-05,0.05
119,0.747749259074529,0.8402734776337941,0.7898274739583333,0.7291666666666666,1.1156833383561425e-05,0.05
120,0.7337311178445816,0.8399184624354045,0.7878255208333333,0.7333333333333333,1.0922548916454867e-05,0.05
121,0.7241239627202352,0.8464532434940338,0.8289113362630208,0.7125,1.0689333690227585e-05,0.05
122,0.781572533150514,0.8345243434111277,0.8154599507649739,0.6833333333333333,1.0457248861530745e-05,0.05
123,0.7414725204308827,0.8443606381615003,0.7856810251871745,0.7125,1.0226355290588349e-05,0.05
124,0.6814169252912203,0.876283711194992,0.7632395426432291,0.725,9.9967135252377e-06,0.05
125,0.8225381175676981,0.8092119832833607,0.7754458109537761,0.7291666666666666,9.768383785051773e-06,0.05
126,0.7635852749149005,0.8331710815429687,0.7710122426350912,0.7291666666666666,9.541425945547695e-06,0.05
127,0.7266304309169451,0.8526105910539628,0.7829566955566406,0.7208333333333333,9.315899522485401e-06,0.05
128,0.6969518214464188,0.8650509844223658,0.8165861765543619,0.7,9.091863656260696e-06,0.05
129,0.6793829038739204,0.8668568829695383,0.7945353190104166,0.7125,8.869377096396665e-06,0.05
130,0.8483619734644889,0.798121003806591,0.8016422271728516,0.725,8.64849818613765e-06,0.05
131,0.6958006531000137,0.8647670576969783,0.7770697275797526,0.7083333333333334,8.429284847149775e-06,0.05
132,0.7265967080990473,0.8336184700330098,0.7996878306070964,0.6958333333333333,8.211794564331922e-06,0.05
133,0.7437114824851354,0.8427446534236273,0.7917006174723308,0.7,7.996084370741394e-06,0.05
134,0.7420380438367525,0.844686850408713,0.8395685831705729,0.7208333333333333,7.782210832637928e-06,0.05
135,0.6791398117939631,0.8676126927137375,0.7993464152018229,0.7166666666666667,7.570230034650191e-06,0.05
136,0.7242929930488269,0.8530220766862233,0.7898409525553386,0.7166666666666667,7.360197565068565e-06,0.05
137,0.761963984866937,0.8315175920724869,0.7737361907958984,0.7166666666666667,7.152168501268053e-06,0.05
138,0.7268071363369624,0.8495612914363543,0.7535722732543946,0.725,6.946197395265247e-06,0.05
139,0.711615172525247,0.8554615507523219,0.7707789103190105,0.7333333333333333,6.742338259412951e-06,0.05
