fold,epoch,train_loss,train_acc,val_loss,val_acc,lr,label_smoothing
9,1,2.2161504367987317,0.1335478442410628,2.1734822591145835,0.12916666666666668,1.08e-05,0.05
9,2,2.1802567223707836,0.13258530211945374,2.1454671223958335,0.10833333333333334,1.56e-05,0.05
9,3,2.158985459804535,0.13004685509949923,2.1268880208333334,0.12916666666666668,2.04e-05,0.05
9,4,2.153366267681122,0.13673385667304197,2.1158650716145835,0.175,2.5200000000000003e-05,0.05
9,5,2.1345027506351473,0.13296175710856914,2.10897216796875,0.18333333333333332,3e-05,0.05
9,6,2.119718438386917,0.13673069775104524,2.0281494140625,0.19583333333333333,3e-05,0.05
9,7,2.0335533817609153,0.19410074378053346,1.6040924072265625,0.4041666666666667,2.9998033254984483e-05,0.05
9,8,1.7863512337207794,0.3178467694669962,1.293658447265625,0.48333333333333334,2.9992133535682725e-05,0.05
9,9,1.6365608294804892,0.3836851249138514,1.201861063639323,0.5541666666666667,2.998230238919386e-05,0.05
9,10,1.540760519107183,0.44191450079282124,1.2564757029215494,0.5208333333333334,2.9968542393565674e-05,0.05
9,11,1.4608916223049164,0.49400004496177036,1.1225484212239583,0.5791666666666667,2.9950857157118544e-05,0.05
9,12,1.416402021050453,0.5093438262740771,1.0943037668863933,0.6,2.9929251317499212e-05,0.05
9,13,1.3852592657009761,0.5420639793078105,1.0369799296061197,0.6416666666666667,2.990373054046467e-05,0.05
9,14,1.3299388160308203,0.5605495870113373,0.9380489985148112,0.675,2.9874301518396384e-05,0.05
9,15,1.278095586101214,0.593476555744807,1.0069845199584961,0.6833333333333333,2.9840971968545348e-05,0.05
9,16,1.25016195277373,0.6084818517168363,1.010124651590983,0.6166666666666667,2.980375063100837e-05,0.05
9,17,1.2183369278907776,0.6386132935682932,0.8894121805826823,0.6625,2.9762647266436125e-05,0.05
9,18,1.1083231588204703,0.6800657923022906,0.8457681655883789,0.7083333333333334,2.9717672653473598e-05,0.05
9,19,1.023457407951355,0.7130731264750163,0.7323476155598958,0.6916666666666667,2.9668838585933568e-05,0.05
9,20,1.076508206129074,0.6998553608854612,0.8105857213338216,0.7291666666666666,2.9616157869703905e-05,0.05
9,21,1.0191944559415183,0.7170785650610924,0.7012654304504394,0.7583333333333333,2.95596443193894e-05,0.05
9,22,1.0822611808776856,0.6919532145063082,0.7845027923583985,0.7208333333333333,2.949931275468918e-05,0.05
9,23,0.9864451830585798,0.7240186740954717,0.792901611328125,0.6916666666666667,2.9435178996510466e-05,0.05
9,24,0.9942777256170908,0.7291046624382337,0.6536525090535482,0.7541666666666667,2.936725986281982e-05,0.05
9,25,0.9536374464631081,0.7554198428988457,0.7016730308532715,0.7416666666666667,2.9295573164232926e-05,0.05
9,26,1.0138535007834435,0.7298299749692281,0.7042919158935547,0.7458333333333333,2.9220137699344072e-05,0.05
9,27,0.8352732092142106,0.8059346050024032,0.6567631403605143,0.7791666666666667,2.914097324979653e-05,0.05
9,28,0.988428108394146,0.739734606941541,0.700746726989746,0.775,2.905810057509517e-05,0.05
9,29,0.8541035945216815,0.8055444851517677,0.7634108225504558,0.7416666666666667,2.897154140716265e-05,0.05
9,30,1.0352336332201957,0.7257831479112308,0.7245300610860189,0.7458333333333333,2.8881318444640577e-05,0.05
9,31,0.8675601497292519,0.7895361959934235,0.6250349044799804,0.775,2.87874553469372e-05,0.05
9,32,0.9244920467336972,0.775208854675293,0.8015402475992839,0.7166666666666667,2.8689976728023116e-05,0.05
9,33,0.894775278866291,0.787373399734497,0.695239766438802,0.7541666666666667,2.8588908149976716e-05,0.05
9,34,0.9505040138959885,0.7615770990649859,0.6871885299682617,0.7833333333333333,2.8484276116280943e-05,0.05
9,35,0.940703783929348,0.7802253534396489,0.7456106185913086,0.7583333333333333,2.8376108064873226e-05,0.05
9,36,0.8453222995003065,0.804469965895017,0.6879565556844075,0.7791666666666667,2.8264432360950365e-05,0.05
9,37,0.9256254990895589,0.7686116034785907,0.703746477762858,0.7666666666666667,2.814927828953023e-05,0.05
9,38,0.8440263693531355,0.818249995013078,0.6635766347249349,0.7708333333333334,2.803067604777228e-05,0.05
9,39,0.8810385177532832,0.7957033296426137,0.7557127634684245,0.7583333333333333,2.790865673705889e-05,0.05
9,40,0.913078814248244,0.7734741275509198,0.7626787821451823,0.7458333333333333,2.778325235483955e-05,0.05
9,41,0.8587359175086021,0.8004682650168736,0.7520586649576823,0.7416666666666667,2.765449578624008e-05,0.05
9,42,0.868334706624349,0.7903971955180168,0.6968630472819011,0.775,2.752242079543908e-05,0.05
9,43,0.7984201535582542,0.8174877951542536,0.7315173467000325,0.75,2.7387062016813858e-05,0.05
9,44,0.8425761992732684,0.8049390171964963,0.6985249837239583,0.775,2.7248454945858174e-05,0.05
9,45,0.8463762174050014,0.8142891486485799,0.6709434509277343,0.7833333333333333,2.7106635929874153e-05,0.05
9,46,0.8282333860794703,0.8193472544352214,0.6503714879353841,0.7833333333333333,2.6961642158440824e-05,0.05
9,47,0.8476070548097293,0.8043610701958338,0.6764072418212891,0.7708333333333334,2.681351165366183e-05,0.05
9,48,0.7297806630531947,0.8658037061492602,0.6720458984375,0.7791666666666667,2.6662283260194756e-05,0.05
9,49,0.758831559618314,0.8426987826824188,0.6776630401611328,0.7666666666666667,2.6507996635064806e-05,0.05
9,50,0.8470791295170784,0.807324763139089,0.7336060841878255,0.75,2.635069223726544e-05,0.05
9,51,0.8287257611751556,0.8178716252247492,0.7039563496907552,0.7625,2.6190411317148705e-05,0.05
9,52,0.8718350782990456,0.805334077278773,0.6810326894124349,0.7916666666666666,2.602719590560802e-05,0.05
9,53,0.8010435591141383,0.8318229526281357,0.7216939290364583,0.7875,2.5861088803056338e-05,0.05
9,54,0.7730631430943807,0.8391982619961103,0.7454036712646485,0.7583333333333333,2.5692133568202452e-05,0.05
9,55,0.6992040013273557,0.8627093036969503,0.7335592905680338,0.7708333333333334,2.55203745066285e-05,0.05
9,56,0.7014205525318782,0.8689921806255977,0.717764409383138,0.8166666666666667,2.5345856659171577e-05,0.05
9,57,0.8924409568309783,0.78904999345541,0.6605252583821615,0.8083333333333333,2.5168625790112564e-05,0.05
9,58,0.7860406483213107,0.8381915678580601,0.7115938822428386,0.7708333333333334,2.4988728375175226e-05,0.05
9,59,0.8196029057105382,0.8142294233043988,0.705257797241211,0.7708333333333334,2.4806211589338802e-05,0.05
9,60,0.8663093333443006,0.7920151342948277,0.7976184209187825,0.725,2.4621123294467115e-05,0.05
9,61,0.807041409611702,0.8295511310299237,0.7220315297444662,0.7541666666666667,2.443351202675768e-05,0.05
9,62,0.7877568418780962,0.8332975874344508,0.7242448806762696,0.775,2.4243426984013923e-05,0.05
9,63,0.7504940817753474,0.8485124061504999,0.6501857757568359,0.8,2.4050918012743888e-05,0.05
9,64,0.920008019109567,0.7832012419899305,0.7258826573689778,0.7666666666666667,2.3856035595088858e-05,0.05
9,65,0.7010787720481555,0.8650891164938609,0.7063069661458333,0.7958333333333333,2.365883083558531e-05,0.05
9,66,0.8058084199825922,0.8271407872438431,0.6820906321207683,0.7833333333333333,2.3459355447763613e-05,0.05
9,67,0.7648721476395924,0.8412499219179154,0.7567705790201823,0.7541666666666667,2.3257661740587065e-05,0.05
9,68,0.7173342108726501,0.8612653990586598,0.7479283650716145,0.7625,2.3053802604734773e-05,0.05
9,69,0.7634451538324356,0.8398730595906575,0.7007041931152344,0.7791666666666667,2.2847831498731962e-05,0.05
9,70,0.7296910216410954,0.8582496643066406,0.705019760131836,0.7583333333333333,2.2639802434931457e-05,0.05
9,71,0.7647582208116849,0.8368437518676122,0.7066008249918619,0.7625,2.2429769965349828e-05,0.05
9,72,0.822787826259931,0.8143663376569747,0.6588657379150391,0.7833333333333333,2.2217789167362088e-05,0.05
9,73,0.7501383364200592,0.8519602169593176,0.7030529022216797,0.7625,2.200391562925862e-05,0.05
9,74,0.746366981168588,0.8431254824002584,0.6717164357503255,0.7875,2.1788205435668093e-05,0.05
9,75,0.8024552971124649,0.8224821368853251,0.7089589436848959,0.7833333333333333,2.1570715152850244e-05,0.05
9,76,0.8322623173395792,0.8090893432497979,0.7414567311604817,0.7625,2.1351501813862364e-05,0.05
9,77,0.7832681874434153,0.8322729269663492,0.7014759063720704,0.7791666666666667,2.113062290360335e-05,0.05
9,78,0.7874185224374135,0.8358214914798736,0.6432342529296875,0.8041666666666667,2.0908136343739315e-05,0.05
9,79,0.8155547792712847,0.8144906272490819,0.7259569803873698,0.775,2.0684100477514608e-05,0.05
9,80,0.7651654313007991,0.8437172750631968,0.657748031616211,0.7916666666666666,2.045857405445232e-05,0.05
9,81,0.618965586523215,0.8981440921624502,0.655407460530599,0.7791666666666667,2.0231616214948246e-05,0.05
9,82,0.7685235440731049,0.8304125919938088,0.7119553883870443,0.7833333333333333,2.000328647476232e-05,0.05
9,83,0.7534353022774061,0.8403223067522049,0.7162291208902994,0.7916666666666666,1.977364470941167e-05,0.05
9,84,0.7698263044158618,0.8311678936084111,0.6539810180664063,0.7833333333333333,1.954275113846927e-05,0.05
9,85,0.7100670412182808,0.8588580598433813,0.7036809285481771,0.7791666666666667,1.931066630977243e-05,0.05
9,86,0.7754107927282651,0.8377619321147601,0.6812887827555338,0.775,1.907745108354515e-05,0.05
9,87,0.7143197620908419,0.8605970283349355,0.656765874226888,0.7791666666666667,1.8843166616438595e-05,0.05
9,88,0.7431883951028188,0.8483876625696818,0.7012214660644531,0.7833333333333333,1.860787434549381e-05,0.05
9,89,0.7093378767371178,0.8550057982405027,0.6849774678548177,0.8083333333333333,1.8371635972030942e-05,0.05
9,90,0.814295361439387,0.8109224418799083,0.686377207438151,0.7708333333333334,1.8134513445469128e-05,0.05
9,91,0.727412186563015,0.852322643995285,0.6524645487467448,0.7916666666666666,1.7896568947081324e-05,0.05
9,92,0.8039058893918991,0.8233732183774313,0.7496807098388671,0.775,1.7657864873688346e-05,0.05
9,93,0.731094195942084,0.8556293393174808,0.6594192504882812,0.775,1.7418463821296398e-05,0.05
9,94,0.8200978447993597,0.8206238488356272,0.6863521575927735,0.775,1.7178428568682357e-05,0.05
9,95,0.740746866663297,0.839206167558829,0.6293735504150391,0.8,1.6937822060931094e-05,0.05
9,96,0.7958273157477379,0.8210124174753824,0.6682504018147787,0.7666666666666667,1.6696707392929265e-05,0.05
9,97,0.7797989134987195,0.8267351498206457,0.6993531545003255,0.7541666666666667,1.645514779281972e-05,0.05
9,98,0.746612100303173,0.8427090898156167,0.6597298940022787,0.7666666666666667,1.6213206605421064e-05,0.05
