Time,25W,25X,25Y,25Z,25P,25Q
0.000,1910,2732,3871,105,106,101
0.020,1912,2728,3872,101,108,102
0.040,1909,2736,3635,101,105,109
0.060,1911,2731,3725,102,102,100
0.080,1914,2736,3853,104,109,105
0.100,1909,2726,3988,105,99,104
0.120,1913,2731,3872,105,99,99
0.140,1908,2735,3622,104,108,102
0.160,1910,2730,3717,102,100,108
0.180,1916,2732,3861,102,101,102
0.200,1906,2728,3989,104,98,105
0.220,1906,2733,3876,104,101,101
0.240,1907,2732,3625,105,105,104
0.260,1918,2735,3713,98,103,99
0.280,1916,2734,3867,101,107,105
0.300,1910,2732,3987,103,103,102
0.320,1908,2727,3872,106,106,105
0.340,1913,2727,3611,106,100,101
0.360,1912,2729,3729,100,103,101
0.380,1907,2730,3873,103,103,104
0.400,1908,2725,3987,103,104,107
0.420,1909,2727,3867,105,103,98
0.440,1898,2734,3618,102,103,104
0.460,1912,2731,3742,105,99,101
0.480,1903,2740,3906,104,98,99
0.500,1908,2741,3988,105,104,102
0.520,1922,2738,3869,101,102,101
0.540,1928,2738,3591,101,100,79
0.560,1923,2733,3730,105,107,107
0.580,1924,2736,3883,108,100,104
0.600,1913,2730,3984,102,101,98
0.620,1899,2733,3859,98,100,99
0.640,1909,2748,3582,104,104,101
0.660,1911,2731,3734,104,100,99
0.680,1913,2735,3890,106,98,107
0.700,1915,2731,3982,107,102,103
0.720,1905,2727,3862,103,105,105
0.740,1911,2734,3596,104,104,100
0.760,1907,2736,3727,106,105,104
0.780,1913,2733,3894,107,104,109
0.800,1915,2726,3984,105,109,98
0.820,1907,2729,3857,106,99,102
0.840,1906,2736,3601,100,101,96
0.860,1911,2730,3738,105,105,101
0.880,1914,2736,3905,105,101,104
0.900,1913,2731,3987,101,96,102
0.920,1913,2734,3851,106,107,104
0.940,1907,2727,3592,102,101,99
0.960,1913,2731,3744,99,100,105
0.980,1922,2731,3921,111,104,112
1.000,1910,2734,3972,100,101,103
1.020,1914,2736,3852,102,99,102
1.040,1909,2732,3581,101,104,98
1.060,1911,2729,3751,100,105,104
1.080,1913,2730,3934,106,101,104
1.100,1912,2735,3982,104,105,104
1.120,1911,2729,3854,104,102,100
1.140,1909,2733,3592,100,102,103
1.160,1910,2735,3758,99,99,105
1.180,1914,2727,3918,101,106,99
1.200,1907,2736,3967,100,103,105
1.220,1910,2730,3850,103,106,99
1.240,1907,2734,3590,136,101,97
1.260,1913,2733,3753,105,108,99
1.280,1914,2736,3932,107,99,104
1.300,1911,2734,3972,102,101,108
1.320,1912,2731,3846,104,98,104
1.340,1916,2732,3593,102,107,104
1.360,1916,2733,3766,98,106,103
1.380,1906,2737,3933,101,103,102
1.400,1913,2731,3966,107,101,100
1.420,1910,2727,3848,104,99,99
1.440,1928,2728,3592,101,101,108
1.460,1913,2735,3747,95,104,124
1.480,1912,2731,3937,105,106,101
1.500,1911,2730,3974,103,104,106
1.520,1907,2734,3855,106,104,105
1.540,1906,2734,3582,104,102,95
1.560,1914,2734,3756,98,106,102
1.580,1924,2733,3938,102,104,107
1.600,1924,2732,3967,107,105,106
1.620,1911,2731,3854,105,102,106
1.640,1903,2727,3587,103,120,102
1.660,1913,2725,3751,106,103,103
1.680,1913,2739,3938,106,101,107
1.700,1907,2733,3973,108,106,105
1.720,1912,2731,3847,105,101,101
1.740,1908,2731,3586,108,104,105
1.760,1909,2740,3750,106,103,103
1.780,1922,2731,3928,101,107,103
1.800,1910,2725,3961,104,105,100
1.820,1912,2729,3845,106,114,102
1.840,1905,2732,3581,103,106,99
1.860,1911,2732,3757,104,99,105
1.880,1913,2729,3945,105,106,101
1.900,1909,2738,3969,106,109,107
1.920,1914,2729,3847,101,106,105
1.940,1925,2732,3573,99,100,98
1.960,1918,2730,3758,103,94,99
1.980,1908,2730,3958,102,103,101
2.000,1911,2728,3957,103,101,102
2.020,1907,2731,3844,104,106,106
2.040,1911,2732,3581,104,105,105
2.060,1910,2736,3766,109,103,108
2.080,1916,2734,3973,96,100,108
2.100,1909,2736,3966,100,104,100
2.120,1909,2732,3847,105,103,105
2.140,1911,2729,3576,106,103,102
2.160,1914,2737,3770,104,103,103
2.180,1924,2733,3965,113,99,101
2.200,1904,2734,3954,98,101,106
2.220,1908,2728,3849,106,101,106
2.240,1900,2740,3591,104,102,102
2.260,1916,2729,3764,105,105,103
2.280,1923,2734,3951,104,107,102
2.300,1914,2730,3949,103,97,102
2.320,1907,2729,3848,102,90,105
2.340,1917,2731,3583,101,97,109
2.360,1913,2730,3764,102,102,102
2.380,1912,2741,3962,104,104,107
2.400,1913,2732,3948,103,103,106
2.420,1911,2732,3839,105,103,99
2.440,1917,2733,3582,103,100,105
2.460,1909,2732,3766,103,99,102
2.480,1916,2733,3958,98,98,110
2.500,1912,2731,3944,114,106,110
2.520,1917,2733,3831,104,103,105
2.540,1911,2725,3588,97,107,102
2.560,1921,2731,3751,105,106,106
2.580,1918,2731,3971,101,103,101
2.600,1910,2733,3948,110,105,104
2.620,1925,2731,3840,108,107,105
2.640,1914,2723,3595,103,109,108
2.660,1910,2736,3760,105,107,104
2.680,1914,2719,3965,104,109,110
2.700,1909,2733,3940,103,109,105
2.720,1914,2733,3845,103,107,108
2.740,1909,2736,3597,105,101,104
2.760,1910,2736,3771,101,108,107
2.780,1915,2736,3973,107,110,109
2.800,1908,2726,3933,103,107,105
2.820,1911,2737,3841,106,104,101
2.840,1911,2732,3600,102,97,104
2.860,1915,2735,3796,106,104,106
2.880,1918,2740,4011,107,101,106
2.900,1917,2741,3933,109,105,105
2.920,1924,2732,3838,102,104,107
2.940,1923,2733,3582,104,106,102
2.960,1914,2733,3775,106,102,104
2.980,1913,2732,3980,107,101,112
3.000,1897,2734,3932,104,95,104
3.020,1914,2730,3833,100,102,105
3.040,1910,2732,3598,101,100,102
3.060,1916,2732,3776,99,109,102
3.080,1921,2732,3995,106,102,104
3.100,1905,2728,3923,101,101,98
3.120,1920,2729,3842,106,102,100
3.140,1909,2741,3588,108,103,80
3.160,1916,2730,3755,102,106,104
3.180,1918,2732,3994,100,100,104
3.200,1906,2736,3928,102,102,102
3.220,1914,2729,3834,104,103,103
3.240,1902,2737,3592,101,100,104
3.260,1912,2726,3759,100,98,100
3.280,1913,2730,4000,98,106,103
3.300,1917,2733,3925,104,102,95
3.320,1906,2732,3840,103,102,101
3.340,1910,2738,3572,97,103,103
3.360,1908,2728,3764,114,99,98
3.380,1910,2731,4000,95,103,106
3.400,1916,2728,3919,104,104,104
3.420,1906,2734,3841,102,101,103
3.440,1911,2730,3569,99,101,102
3.460,1913,2733,3759,99,99,101
3.480,1912,2728,4007,99,101,97
3.500,1911,2731,3925,104,102,101
3.520,1903,2733,3835,100,102,104
3.540,1909,2732,3570,105,109,104
3.560,1908,2732,3761,107,100,99
3.580,1915,2731,4000,101,101,102
3.600,1913,2731,3935,101,96,101
3.620,1909,2723,3828,102,105,101
3.640,1920,2722,3570,100,106,99
3.660,1911,2734,3760,104,101,102
3.680,1915,2734,4016,101,103,104
3.700,1911,2733,3926,104,103,94
3.720,1910,2731,3848,103,104,102
3.740,1917,2733,3546,98,98,97
3.760,1916,2730,3755,103,99,95
3.780,1913,2736,4028,104,99,99
3.800,1916,2736,3936,101,104,103
3.820,1913,2730,3844,99,106,103
3.840,1907,2740,3520,105,100,104
3.860,1911,2733,3742,105,105,102
3.880,1920,2738,4017,104,110,103
3.900,1914,2731,3939,103,106,104
3.920,1910,2732,3840,101,107,103
3.940,1911,2735,3553,107,103,104
3.960,1920,2731,3733,102,104,101
3.980,1911,2738,4024,108,103,108
4.000,1912,2733,3935,103,104,104
4.020,1915,2732,3844,104,101,105
4.040,1907,2738,3515,105,103,100
4.060,1914,2731,3726,99,102,103
4.080,1919,2740,4025,104,95,103
4.100,1911,2733,3931,103,99,100
4.120,1909,2727,3836,103,103,101
4.140,1920,2735,3526,106,104,101
4.160,1914,2737,3737,104,101,101
4.180,1922,2731,4015,104,101,106
4.200,1905,2730,3946,105,95,104
4.220,1909,2729,3840,106,101,103
4.240,1913,2728,3499,101,105,103
4.260,1913,2734,3732,105,101,101
4.280,1921,2728,4028,106,96,103
4.300,1918,2737,3941,104,103,100
4.320,1911,2735,3837,100,104,100
4.340,1920,2734,3517,99,104,106
4.360,1913,2733,3725,104,97,101
4.380,1915,2736,4014,109,103,102
4.400,1921,2730,3940,108,109,103
4.420,1912,2727,3838,106,106,105
4.440,1903,2739,3501,97,108,99
4.460,1917,2731,3731,105,100,104
4.480,1913,2732,4025,104,109,104
4.500,1915,2734,3951,101,101,105
4.520,1916,2727,3829,102,99,103
4.540,1909,2737,3508,106,100,107
4.560,1909,2725,3742,101,105,100
4.580,1919,2732,4053,101,105,102
4.600,1909,2729,3945,97,101,104
4.620,1911,2732,3836,100,104,101
4.640,1920,2738,3492,106,98,106
4.660,1909,2733,3732,97,101,98
4.680,1932,2728,4030,103,102,102
4.700,1920,2736,3936,104,99,100
4.720,1902,2731,3835,103,101,106
4.740,1911,2729,3472,100,98,103
4.760,1911,2731,3719,102,101,105
4.780,1914,2735,4041,101,107,101
4.800,1913,2727,3940,100,98,102
4.820,1918,2736,3848,101,115,99
4.840,1922,2731,3489,103,102,104
4.860,1915,2733,3732,102,99,101
4.880,1917,2730,4039,105,96,106
4.900,1909,2730,3939,104,101,101
4.920,1913,2727,3836,104,101,104
4.940,1917,2729,3488,99,101,99
4.960,1912,2730,3724,101,101,104
4.980,1915,2730,4052,100,106,106
5.000,1914,2732,3931,104,96,100
5.020,1913,2732,3835,101,104,101
5.040,1918,2732,3467,103,95,102
5.060,1914,2730,3727,100,103,102
5.080,1918,2737,4054,104,111,103
5.100,1920,2733,3933,105,101,104
5.120,1917,2730,3839,105,106,102
5.140,1910,2736,3473,109,95,105
5.160,1911,2734,3722,105,103,98
5.180,1917,2735,4064,108,103,99
5.200,1909,2732,3929,104,95,99
5.220,1915,2731,3840,100,99,105
5.240,1914,2733,3498,102,102,99
5.260,1911,2732,3728,102,106,103
5.280,1912,2736,4057,104,103,98
5.300,1911,2730,3934,106,100,102
5.320,1908,2729,3840,108,105,109
5.340,1915,2732,3491,113,119,99
5.360,1907,2734,3727,82,104,103
5.380,1917,2733,4062,98,104,102
5.400,1916,2727,3941,102,103,97
5.420,1906,2725,3830,95,101,95
5.440,1915,2734,3485,104,105,104
5.460,1913,2728,3727,104,99,102
5.480,1920,2742,4043,104,101,81
5.500,1907,2731,3932,99,101,102
5.520,1919,2735,3835,103,102,104
