Time,25W,25X,25Y,25Z,25P,25Q
0.000,2142,2854,4095,381,378,373
0.020,2127,2850,3898,370,370,377
0.040,2144,2855,4010,378,375,370
0.060,2141,2857,3998,377,377,378
0.080,2152,2851,4018,376,378,379
0.100,2147,2849,3988,374,370,371
0.120,2134,2853,3892,373,373,378
0.140,2139,2853,4001,378,380,373
0.160,2146,2854,3997,377,373,380
0.180,2157,2851,4041,378,383,375
0.200,2146,2845,3991,381,376,377
0.220,2145,2849,3873,375,349,375
0.240,2143,2858,4008,380,371,374
0.260,2141,2857,4004,382,381,374
0.280,2141,2857,4003,385,375,378
0.300,2143,2852,3982,384,376,380
0.320,2141,2854,3870,374,374,364
0.340,2151,2855,4003,375,375,377
0.360,2151,2853,3993,373,370,374
0.380,2137,2854,4028,374,373,378
0.400,2144,2850,3987,386,373,375
0.420,2138,2855,3885,371,370,371
0.440,2139,2858,3994,371,381,378
0.460,2143,2851,4020,373,376,374
0.480,2144,2850,4007,374,373,380
0.500,2145,2856,3979,384,375,381
0.520,2154,2852,3905,374,374,375
0.540,2142,2856,3987,379,376,374
0.560,2149,2854,4093,374,375,377
0.580,2135,2848,4013,375,370,375
0.600,2137,2851,3986,373,376,373
0.620,2139,2852,3893,373,379,374
0.640,2139,2854,3993,374,375,373
0.660,2145,2852,4089,385,377,379
0.680,2146,2856,4020,371,373,365
0.700,2143,2851,3971,379,379,376
0.720,2139,2844,3860,373,365,375
0.740,2146,2854,4008,376,375,375
0.760,2147,2859,4095,370,378,373
0.780,2141,2842,4014,384,374,376
0.800,2144,2849,3974,381,374,378
0.820,2152,2854,3848,380,374,380
0.840,2137,2858,3992,384,373,381
0.860,2147,2857,4095,374,375,371
0.880,2147,2858,3984,371,378,373
0.900,2137,2850,3981,374,369,376
0.920,2139,2848,3858,376,372,372
0.940,2144,2853,3988,371,384,375
0.960,2141,2847,4095,379,375,377
0.980,2135,2865,3999,376,372,379
1.000,2139,2855,3966,367,375,374
1.020,2148,2850,3861,376,373,381
1.040,2148,2849,3991,373,376,378
1.060,2129,2853,4092,374,376,374
1.080,2139,2845,3986,374,373,373
1.100,2146,2852,3976,378,374,370
1.120,2140,2856,3866,376,374,373
1.140,2143,2855,3994,380,388,376
1.160,2142,2861,4092,374,379,380
1.180,2144,2850,4027,380,378,375
1.200,2140,2849,3980,372,379,371
1.220,2145,2849,3887,393,367,374
1.240,2150,2852,3995,367,376,384
1.260,2140,2860,4059,388,388,377
1.280,2138,2852,4007,381,377,371
1.300,2147,2851,3978,384,378,375
1.320,2142,2850,3923,379,378,378
1.340,2153,2857,3992,377,384,375
1.360,2145,2860,4052,381,389,378
1.380,2143,2856,4010,376,380,371
1.400,2139,2851,3967,382,375,374
1.420,2144,2855,3907,380,371,367
1.440,2150,2853,4002,374,371,372
1.460,2146,2845,4015,378,375,376
1.480,2143,2848,3988,374,375,375
1.500,2145,2852,3985,374,377,375
1.520,2154,2859,3905,371,378,374
1.540,2152,2862,3991,380,379,373
1.560,2148,2859,4063,382,380,376
1.580,2144,2841,3977,377,377,377
1.600,2138,2856,3973,376,372,378
1.620,2139,2852,3879,378,371,380
1.640,2146,2858,4004,374,384,378
1.660,2154,2860,4095,386,387,386
1.680,2140,2853,3979,375,379,383
1.700,2135,2864,3972,378,373,379
1.720,2144,2849,3920,380,377,377
1.740,2148,2862,3998,386,375,374
1.760,2154,2858,4095,380,373,381
1.780,2143,2852,4002,380,378,374
1.800,2139,2850,3965,376,381,380
1.820,2140,2847,3919,373,375,381
1.840,2149,2858,3997,377,378,371
1.860,2145,2850,4052,378,386,376
1.880,2156,2854,3974,371,375,375
1.900,2142,2854,3976,377,378,374
1.920,2130,2854,3922,375,372,377
1.940,2141,2850,3994,381,375,377
1.960,2141,2853,4049,379,377,375
1.980,2140,2857,3956,383,375,386
2.000,2139,2856,3986,381,376,378
2.020,2143,2860,3912,370,374,375
2.040,2143,2857,3995,376,375,375
2.060,2145,2854,4037,380,377,376
2.080,2152,2857,3972,382,377,375
2.100,2144,2855,3978,382,379,380
2.120,2152,2852,3959,376,386,376
2.140,2143,2856,3985,384,380,378
2.160,2148,2858,4075,383,378,379
2.180,2145,2855,3960,381,383,379
2.200,2154,2856,3987,382,386,377
2.220,2131,2857,3894,381,384,376
2.240,2139,2855,3977,388,374,382
2.260,2135,2853,4095,377,379,385
2.280,2148,2859,3977,380,381,380
2.300,2145,2857,3979,383,377,381
2.320,2142,2864,3977,369,368,377
2.340,2146,2857,3997,375,379,379
2.360,2156,2855,4081,382,382,378
2.380,2147,2858,3971,388,385,384
2.400,2144,2853,3951,382,381,377
2.420,2141,2851,3982,379,374,375
2.440,2149,2855,3996,398,379,396
2.460,2161,2857,4094,380,381,387
2.480,2136,2854,3965,392,381,378
2.500,2137,2851,3979,379,374,384
2.520,2169,2851,3981,375,381,378
2.540,2145,2859,4007,379,376,380
2.560,2152,2860,4095,378,380,375
2.580,2144,2847,3955,382,380,377
2.600,2139,2854,3984,373,382,377
2.620,2145,2844,3973,387,378,375
2.640,2158,2853,3997,375,378,379
2.660,2153,2861,4055,378,378,377
2.680,2144,2854,3964,374,379,383
2.700,2145,2853,3964,379,377,384
2.720,2126,2854,3949,383,371,373
2.740,2155,2861,3993,378,375,375
2.760,2136,2853,4066,373,377,388
2.780,2141,2853,3966,402,374,389
2.800,2139,2847,3967,382,372,373
2.820,2140,2853,3976,380,381,377
2.840,2148,2856,3992,381,384,379
2.860,2149,2852,4079,381,381,382
2.880,2144,2852,3971,373,374,379
2.900,2139,2853,3973,380,382,376
2.920,2153,2850,3954,380,377,382
2.940,2146,2847,3998,377,382,376
2.960,2151,2856,4094,377,387,375
2.980,2147,2853,3964,377,381,373
3.000,2144,2844,3976,377,381,377
3.020,2146,2854,3959,378,374,381
3.040,2142,2859,3988,381,381,382
3.060,2144,2866,4095,375,379,380
3.080,2148,2856,3975,379,372,376
3.100,2144,2859,3983,381,373,377
3.120,2152,2850,3957,376,374,377
3.140,2148,2861,3983,378,379,381
3.160,2144,2862,4095,376,375,378
3.180,2145,2853,3958,375,374,371
3.200,2146,2846,3915,370,364,374
3.220,2162,2850,3951,386,377,404
3.240,2148,2853,3993,378,378,373
3.260,2149,2859,4095,381,376,375
3.280,2157,2858,3967,380,377,375
3.300,2146,2852,3945,384,384,378
3.320,2150,2851,3941,383,377,376
3.340,2148,2853,3998,382,381,374
3.360,2151,2847,4082,376,384,381
3.380,2156,2852,3981,374,380,376
3.400,2147,2854,3895,378,372,371
3.420,2143,2852,3951,380,376,379
3.440,2142,2853,3982,375,369,374
3.460,2156,2860,4095,378,380,375
3.480,2144,2858,3975,405,376,378
3.500,2143,2848,3833,367,372,373
3.520,2147,2864,3957,381,379,382
3.540,2152,2856,3996,374,379,388
3.560,2164,2860,4095,381,375,377
3.580,2147,2859,3982,372,379,379
3.600,2137,2858,3893,375,375,373
3.620,2137,2857,3949,376,376,374
3.640,2167,2861,4005,379,379,375
3.660,2166,2860,4095,377,375,381
3.680,2152,2860,3988,385,378,373
3.700,2134,2847,3865,377,375,373
3.720,2147,2852,3994,372,376,374
3.740,2152,2857,3981,378,377,375
3.760,2170,2855,4095,371,371,375
3.780,2139,2857,3993,375,352,370
3.800,2126,2855,3872,378,374,371
3.820,2147,2853,3940,373,370,379
3.840,2155,2854,3987,373,376,374
3.860,2153,2858,4095,386,383,384
3.880,2156,2855,3983,384,375,374
3.900,2144,2862,3862,367,380,367
3.920,2147,2855,3957,370,378,376
3.940,2146,2855,3995,376,382,384
3.960,2155,2855,4095,374,386,383
3.980,2144,2852,3983,372,374,373
4.000,2154,2864,3835,378,376,377
4.020,2141,2854,3945,379,375,382
4.040,2146,2858,3991,373,373,373
4.060,2149,2860,4095,384,381,374
4.080,2144,2855,3985,375,353,373
4.100,2138,2848,3863,373,380,377
4.120,2142,2849,3965,377,372,381
4.140,2151,2855,3991,376,377,376
4.160,2157,2861,4095,382,376,384
4.180,2151,2863,3989,381,382,380
4.200,2143,2851,3872,375,372,375
4.220,2147,2858,3977,386,382,375
4.240,2148,2850,3991,376,373,379
4.260,2148,2858,4095,373,377,374
4.280,2150,2847,3973,381,373,377
4.300,2137,2845,3848,383,375,375
4.320,2155,2847,3980,381,372,374
4.340,2150,2855,4016,379,377,373
4.360,2155,2866,4095,373,378,383
4.380,2155,2865,4009,378,379,376
4.400,2154,2858,3876,375,369,375
4.420,2151,2868,3987,378,371,380
4.440,2152,2864,3973,380,378,375
4.460,2168,2842,4095,385,384,374
4.480,2155,2857,3972,378,379,373
4.500,2145,2854,3839,375,378,373
4.520,2152,2856,3960,376,374,380
4.540,2154,2860,3997,375,384,375
4.560,2153,2855,4076,379,378,383
4.580,2148,2859,3983,378,377,373
4.600,2145,2852,3867,374,372,380
4.620,2148,2850,3951,351,378,378
4.640,2147,2851,3995,386,375,380
4.660,2155,2852,4095,381,382,382
4.680,2149,2855,3981,379,373,377
4.700,2139,2847,3883,374,382,375
4.720,2152,2859,3919,373,379,371
4.740,2150,2857,4000,382,375,381
4.760,2153,2858,4095,374,373,378
4.780,2152,2854,3990,380,384,378
4.800,2143,2858,3892,380,377,380
4.820,2149,2855,3951,376,375,376
4.840,2138,2857,4000,381,379,377
4.860,2155,2848,4095,373,379,375
4.880,2149,2851,3986,377,373,375
4.900,2147,2846,3897,381,368,379
4.920,2141,2856,3947,384,380,379
4.940,2146,2857,4009,384,375,377
4.960,2149,2855,4083,376,375,379
4.980,2145,2849,3978,374,382,372
5.000,2144,2854,3916,375,376,378
5.020,2137,2852,3983,378,382,371
5.040,2149,2855,4002,382,386,371
5.060,2153,2856,4083,379,383,379
5.080,2153,2859,3973,375,378,380
5.100,2147,2848,3932,367,371,373
5.120,2143,2850,3974,381,380,375
5.140,2151,2858,3999,379,377,382
5.160,2153,2851,4092,378,375,377
5.180,2152,2860,3978,383,377,377
