epoch,train_loss_mean,train_loss_sd,val_loss_mean,val_loss_sd,train_acc_mean,train_acc_sd,val_acc_mean,val_acc_sd
1,2.2757896794875463,0.05845652046648876,2.196465861002604,0.0367748906046019,0.12158311121156988,0.007309838275204254,0.12291666666666667,0.014990995239529792
2,2.232927598754565,0.03681840028573999,2.156480305989583,0.023526090387668615,0.12216816099050146,0.005590915927152029,0.11708333333333334,0.024251924958599284
3,2.1941050489743548,0.023155188735173745,2.1273042805989584,0.01676752624852603,0.1253442456865499,0.007672542378792223,0.12291666666666667,0.019369896779140767
4,2.174612963994344,0.013488082915492201,2.1114790852864584,0.01588715350390365,0.1272391482662965,0.00805014652376939,0.13458333333333333,0.026501950778418718
5,2.1619546375672023,0.013290851155824769,2.101656901041667,0.01658501678603602,0.13156454793910893,0.005157861241278589,0.13874999999999998,0.02650195077841872
6,2.134744156599045,0.014850881983676541,2.0297127278645832,0.02374546316289361,0.144132344101284,0.009997039284796077,0.19416666666666665,0.03340270559012759
7,2.050738645195961,0.033048370080406536,1.7758041381835938,0.15404289846611097,0.1972572247839222,0.015221353375752308,0.31958333333333333,0.08633595198373774
8,1.8000490498542785,0.07424285714721901,1.3824987538655598,0.10380563841047609,0.32520497859766084,0.036940865072471615,0.47625,0.041390287075563165
9,1.6424089692036312,0.05273660423909938,1.2390452829996745,0.07899374832506362,0.3990724689265092,0.020780363467570978,0.5195833333333333,0.051559401796183076
10,1.5419290576378504,0.03374509634665425,1.159007199605306,0.10083381256518735,0.45280588779598474,0.01985490810693301,0.5645833333333333,0.06319825995807475
11,1.4560142629345258,0.037534417509521203,1.0792525100708006,0.0844146560994309,0.49977360156675177,0.019660977118365834,0.5875,0.03568120160740315
12,1.3887576260169348,0.03526669715908985,1.0197000439961752,0.09230554394219505,0.5347755161672831,0.019450880554977998,0.6145833333333333,0.043312405915313025
13,1.3430557249983153,0.035547448020391635,0.9949765396118163,0.06763507943021406,0.5598112480839094,0.016844366997003028,0.6295833333333334,0.04173374230659861
14,1.2839306175708771,0.04290823441869624,0.9414754867553711,0.04387196426305658,0.5928165397544702,0.02304400780794717,0.65,0.021516574145596833
15,1.248515941898028,0.03909298757384991,0.9049267705281576,0.07660164884861655,0.611663124759992,0.01694037286642324,0.66875,0.03264627575984213
16,1.2112642101446789,0.03436517858970092,0.9023960367838543,0.09492485753366127,0.631295108695825,0.014516765316338975,0.66625,0.03581340962044771
17,1.157861238618692,0.05425063638882629,0.8083415349324545,0.06912149807018501,0.6591861516237258,0.025224584431051567,0.7045833333333333,0.037291084725440744
18,1.1506038356324038,0.044728595064132654,0.8397624015808105,0.07542459776072599,0.6626321357736985,0.02047233748404858,0.6979166666666667,0.03601750688858315
19,1.0873250570893287,0.05627527880620432,0.790927759806315,0.07768892012114482,0.6954225459198157,0.025114411659442455,0.71375,0.02523424211876872
