Time,25W,25X,25Y,25Z,25P,25Q
42.593,2148,2856,3951,377,383,377
42.593,2140,2856,3992,379,387,387
42.593,2142,2851,4095,381,387,376
42.593,2155,2861,3975,377,385,380
42.593,2135,2852,3969,382,381,388
42.593,2141,2855,3947,382,384,386
42.593,2144,2858,3987,385,381,382
42.593,2148,2858,4083,381,371,386
42.593,2144,2856,3967,386,380,380
42.593,2152,2859,3976,381,388,392
42.593,2137,2857,3956,383,376,392
42.593,2146,2857,3979,383,386,387
42.593,2152,2865,4089,391,385,383
42.593,2135,2860,3959,378,374,384
42.593,2144,2860,3984,382,386,385
42.593,2140,2853,3970,385,376,384
42.593,2140,2862,3991,384,388,382
42.593,2152,2865,4077,385,388,382
42.593,2135,2855,3963,381,390,381
42.593,2140,2858,3969,388,385,381
42.593,2149,2859,3957,377,384,381
42.593,2143,2861,4000,383,383,385
42.593,2140,2851,4079,390,384,385
42.593,2145,2859,3967,380,387,382
42.593,2136,2855,3981,381,382,377
42.593,2143,2853,3943,387,388,384
42.593,2139,2862,4008,379,389,377
42.593,2145,2861,4084,381,384,382
42.593,2135,2866,3970,386,386,382
42.593,2146,2853,3982,385,386,355
42.593,2166,2857,3955,383,376,381
42.593,2132,2860,4000,383,385,384
42.593,2149,2857,4090,388,385,376
42.602,2141,2860,3960,381,384,379
42.619,2146,2856,3984,380,381,375
42.637,2147,2859,3950,377,378,392
42.653,2140,2856,4002,386,380,379
42.671,2143,2856,4079,386,386,390
42.685,2146,2857,3971,378,384,386
42.686,2142,2855,3975,390,382,380
42.705,2136,2855,3958,378,377,377
42.723,2140,2853,4000,384,382,384
42.739,2149,2858,4055,392,390,381
42.750,2146,2821,3963,391,378,388
42.768,2139,2859,3971,386,379,387
42.784,2137,2858,3912,375,383,379
42.803,2143,2857,4008,386,380,377
42.820,2141,2855,4015,391,377,382
42.821,2139,2853,3970,381,376,384
42.833,2145,2857,3967,387,379,379
42.850,2147,2851,3895,385,364,383
42.858,2146,2854,3990,387,403,379
42.877,2152,2867,4059,386,385,390
42.897,2159,2855,3965,377,383,384
42.908,2149,2859,3967,385,383,361
42.922,2132,2866,3906,382,385,374
42.957,2137,2858,4015,384,378,378
42.957,2166,2849,4095,380,386,383
42.957,2143,2861,3978,378,388,384
42.975,2143,2857,3974,373,378,386
42.983,2141,2852,3874,383,379,384
43.001,2143,2861,3985,381,374,380
43.012,2148,2861,4095,388,376,387
43.034,2148,2853,3987,376,384,389
43.052,2144,2856,3976,383,386,382
43.072,2135,2859,3884,385,384,384
43.072,2148,2868,4000,381,387,386
43.093,2139,2862,4074,382,388,383
43.113,2146,2854,4001,378,382,376
43.129,2144,2857,3961,383,380,384
43.142,2127,2856,3907,380,377,378
43.163,2148,2857,3995,388,381,386
43.175,2143,2857,4042,378,380,385
43.192,2139,2859,3979,386,379,387
43.207,2146,2860,3972,388,384,386
43.208,2139,2847,3905,379,381,380
43.227,2141,2854,3993,381,379,379
43.246,2138,2870,4003,383,387,390
43.261,2149,2859,3997,386,384,388
43.278,2141,2851,3961,386,379,378
43.287,2148,2848,3915,375,387,383
43.307,2141,2860,3993,380,385,382
43.327,2141,2855,4047,382,381,382
43.344,2143,2859,3995,379,380,380
43.344,2135,2850,3971,379,374,379
43.358,2128,2859,3872,373,376,378
43.377,2143,2855,3973,382,380,379
43.389,2135,2860,4055,383,382,384
43.409,2135,2857,4013,393,383,375
43.430,2145,2855,3971,387,383,380
43.446,2129,2853,3903,381,378,388
43.464,2144,2855,3994,382,386,383
43.478,2146,2851,4058,377,377,381
43.478,2141,2857,4008,387,389,392
43.497,2143,2851,3962,377,386,379
43.518,2138,2858,3880,379,380,376
43.534,2139,2857,3997,386,387,384
43.547,2143,2867,4073,389,380,381
43.562,2155,2851,3991,387,383,382
43.581,2142,2855,3966,387,386,386
43.600,2146,2855,3889,387,387,380
43.619,2139,2856,3987,388,383,380
43.619,2143,2851,4095,387,381,383
43.633,2146,2855,4007,384,385,384
43.647,2146,2864,3976,383,383,379
43.658,2130,2856,3855,396,385,383
43.678,2136,2848,3987,384,386,381
43.698,2144,2858,4080,374,388,383
43.711,2141,2866,4010,390,382,391
43.731,2141,2853,3979,383,377,377
43.750,2137,2851,3855,383,383,374
43.751,2140,2855,4000,386,383,379
43.765,2137,2855,4071,387,388,371
43.782,2152,2855,3997,379,384,379
43.794,2143,2855,3978,379,379,382
43.811,2143,2846,3851,385,392,384
43.832,2141,2858,3995,390,385,386
43.849,2161,2852,4095,389,385,392
43.868,2146,2866,4000,383,393,377
43.888,2141,2857,3963,380,383,385
43.888,2145,2860,3855,382,381,378
43.900,2141,2854,3991,385,382,384
43.918,2138,2861,4086,380,382,375
43.933,2148,2857,4016,375,379,381
43.954,2151,2864,3974,382,382,385
43.972,2142,2857,3893,383,380,379
43.989,2145,2858,3995,380,381,388
44.008,2159,2859,4094,381,384,382
44.021,2134,2858,3989,379,390,379
44.023,2152,2868,3966,382,380,389
44.041,2139,2851,3848,385,382,382
44.061,2141,2858,4000,381,384,384
44.079,2151,2847,4095,379,391,384
44.106,2146,2861,3983,388,379,389
44.107,2144,2857,3975,382,386,389
44.126,2138,2856,3868,380,386,380
44.147,2130,2849,3997,381,387,382
44.163,2157,2860,4092,382,396,382
44.164,2140,2861,4004,386,386,379
44.179,2141,2860,3979,384,389,381
44.194,2144,2856,3880,385,375,379
44.208,2146,2860,3993,384,384,391
44.228,2143,2864,4095,374,379,382
44.247,2135,2857,3992,382,381,386
44.264,2146,2857,3978,383,383,382
44.276,2145,2850,3880,388,380,383
44.293,2136,2856,3992,369,384,379
44.293,2152,2859,4069,386,388,384
44.311,2143,2861,4015,389,390,388
44.331,2137,2857,3963,381,375,386
44.342,2157,2860,3913,379,377,379
44.359,2146,2852,3983,384,382,383
44.370,2140,2855,4088,387,383,384
44.389,2137,2859,4019,387,383,383
44.407,2139,2853,3967,384,378,385
44.427,2144,2858,3853,379,384,383
44.427,2144,2860,3988,383,381,381
44.447,2146,2864,4095,381,384,389
44.466,2135,2855,4015,387,384,382
44.483,2140,2858,3981,382,381,384
44.495,2144,2862,3871,382,389,382
44.515,2150,2854,3989,379,381,383
44.529,2145,2857,4091,379,374,383
44.544,2142,2856,4011,380,383,379
44.559,2142,2861,3974,381,382,382
