Time,25W,25X,25Y,25Z,25P,25Q
29.935,2138,2859,3849,388,385,392
29.935,2147,2864,3979,394,386,388
29.935,2155,2864,4087,390,400,393
29.935,2152,2860,3978,383,385,393
29.935,2146,2860,3972,390,384,385
29.935,2144,2864,3849,381,386,388
29.935,2141,2870,3994,387,388,391
29.935,2153,2858,4074,389,390,395
29.935,2154,2860,3985,387,396,388
29.935,2147,2861,3976,390,390,391
29.935,2141,2853,3836,379,379,389
29.935,2148,2881,3983,388,392,391
29.935,2143,2850,4073,390,388,390
29.935,2143,2859,3976,392,393,392
29.935,2146,2857,3980,388,389,389
29.935,2149,2855,3830,389,386,389
29.935,2152,2855,3994,393,392,392
29.935,2151,2862,4081,389,392,393
29.935,2145,2865,3997,390,383,392
29.935,2147,2860,3978,396,390,390
29.935,2134,2853,3855,384,387,383
29.935,2148,2858,3988,388,394,389
29.935,2148,2857,4079,386,390,387
29.935,2141,2861,4017,394,396,383
29.935,2149,2864,3975,391,383,393
29.935,2137,2860,3871,394,382,383
29.935,2139,2859,3976,392,391,386
29.939,2150,2870,4072,391,396,394
29.951,2143,2859,4021,393,388,380
29.969,2149,2864,3986,392,388,394
29.985,2146,2857,3891,389,387,379
29.999,2143,2859,3987,386,381,394
30.018,2155,2863,4087,388,383,391
30.019,2146,2856,4010,400,383,383
30.039,2146,2854,3973,388,383,383
30.058,2128,2854,3886,379,385,386
30.072,2141,2859,3990,383,383,386
30.089,2144,2859,4070,389,392,390
30.109,2146,2862,4010,391,389,387
30.128,2146,2860,3974,388,386,384
30.145,2139,2853,3855,382,380,383
30.164,2143,2861,3988,389,383,391
30.165,2150,2864,4073,391,388,386
30.175,2152,2858,4001,392,389,388
30.190,2153,2866,3973,391,393,387
30.210,2150,2863,3881,392,385,392
30.230,2143,2859,3989,383,389,383
30.247,2142,2852,4075,391,389,386
30.260,2146,2857,4011,382,386,389
30.276,2143,2857,3978,383,385,374
30.294,2141,2854,3861,383,388,379
30.295,2136,2855,3971,386,384,390
30.314,2150,2852,4081,388,384,391
30.333,2152,2857,3995,384,388,380
30.350,2141,2861,3976,380,384,381
30.367,2139,2852,3886,379,385,389
30.380,2143,2862,3983,382,382,383
30.398,2152,2856,4095,387,383,405
30.418,2148,2864,4010,389,389,389
30.436,2141,2864,3974,388,390,387
30.437,2152,2861,3890,388,396,389
30.449,2145,2862,4003,386,395,383
30.470,2151,2863,4095,383,389,387
30.481,2159,2865,4015,383,391,385
30.500,2151,2865,3968,388,388,385
30.518,2144,2868,3879,397,390,396
30.535,2148,2856,3988,392,392,390
30.550,2152,2858,4091,389,390,388
30.568,2147,2862,4016,384,390,390
30.569,2145,2861,3965,386,390,388
30.586,2135,2851,3852,384,383,378
30.606,2141,2854,3994,384,387,388
30.615,2145,2859,4082,389,393,387
30.654,2146,2850,4005,393,385,392
30.654,2138,2862,3977,389,387,391
30.673,2144,2856,3851,392,393,387
30.692,2141,2861,3986,391,383,382
30.711,2155,2858,4091,381,389,390
30.713,2152,2862,3999,395,381,390
30.729,2148,2858,3965,383,392,383
30.742,2143,2856,3857,387,384,383
30.755,2147,2860,3983,390,386,379
30.773,2152,2857,4055,387,391,387
30.794,2155,2864,4026,393,389,386
30.805,2149,2858,3982,386,391,387
30.822,2149,2854,3863,382,394,388
30.842,2142,2853,3993,387,391,390
30.842,2150,2861,4095,389,383,389
30.864,2138,2857,4032,394,384,396
30.884,2152,2854,3967,389,389,386
30.896,2152,2856,3858,389,375,388
30.913,2145,2860,3989,390,389,388
30.934,2149,2860,4087,387,392,390
30.957,2132,2856,4018,388,389,386
30.971,2155,2855,3967,388,385,383
30.991,2139,2860,3874,388,394,393
30.992,2146,2860,3987,388,387,390
31.008,2152,2860,4087,388,392,388
31.027,2142,2861,4039,398,384,386
31.041,2144,2858,3969,388,392,385
31.058,2140,2854,3897,393,390,387
31.078,2141,2852,3988,388,386,390
31.095,2147,2857,4087,392,389,390
31.115,2142,2861,4011,385,383,390
31.129,2149,2858,3973,383,386,392
31.129,2142,2861,3855,383,390,385
31.156,2154,2855,3982,388,389,391
31.171,2145,2856,4095,387,388,389
31.187,2143,2863,4024,388,388,391
31.203,2141,2875,3977,403,392,389
31.223,2141,2860,3895,392,381,391
31.240,2149,2860,3973,388,392,390
31.261,2143,2865,4095,389,386,388
31.280,2154,2860,4030,394,392,387
31.280,2148,2860,3978,381,392,387
31.295,2146,2852,3847,391,387,390
31.311,2146,2860,3984,394,394,391
31.328,2156,2863,4095,387,396,393
31.347,2143,2864,4024,393,392,386
31.366,2148,2861,3974,389,389,389
31.382,2135,2856,3883,378,385,381
31.397,2163,2855,3988,388,391,388
31.414,2147,2861,4095,391,387,387
31.415,2152,2861,4043,394,388,386
31.433,2150,2862,3984,390,408,388
31.452,2138,2862,3880,388,388,385
31.471,2149,2860,3993,388,392,391
31.489,2143,2861,4094,390,388,388
31.507,2151,2859,4012,389,388,387
31.526,2152,2860,3967,383,393,391
31.545,2142,2858,3877,387,385,385
31.564,2151,2864,3980,394,394,392
31.564,2152,2872,4095,395,391,392
31.572,2132,2864,4007,391,395,393
31.590,2151,2862,3973,390,388,392
31.607,2142,2859,3857,396,386,389
31.627,2152,2858,3982,388,386,386
31.646,2149,2858,4077,387,393,392
31.661,2142,2864,4028,391,389,391
31.671,2148,2856,3971,390,383,388
31.688,2147,2855,3878,386,384,384
31.688,2143,2853,3983,384,386,363
31.707,2152,2860,4095,386,390,392
31.726,2146,2859,4054,389,393,387
31.735,2150,2860,3970,389,390,384
31.749,2139,2855,3896,380,381,383
31.768,2147,2852,3987,394,388,388
31.787,2154,2857,4093,392,390,384
31.805,2149,2857,4020,384,383,387
31.823,2144,2853,3971,383,381,389
31.824,2140,2861,3873,375,388,382
31.839,2148,2862,4003,392,390,385
31.855,2147,2865,4095,390,382,390
31.866,2141,2863,4005,392,386,391
31.885,2148,2860,3986,385,388,388
31.907,2136,2857,3860,383,375,377
31.925,2140,2851,3982,381,381,387
31.941,2141,2857,4095,381,386,381
31.954,2146,2856,4000,385,383,377
31.956,2141,2861,3967,378,385,380
31.974,2134,2847,3868,382,382,381
31.993,2141,2860,3986,384,381,382
32.004,2149,2864,4094,387,388,391
32.022,2141,2855,4014,398,383,384
32.041,2151,2857,3978,388,387,383
32.081,2134,2861,3883,381,380,387
32.083,2148,2856,3992,389,385,385
32.099,2149,2862,4093,392,401,383
32.117,2145,2861,4003,390,392,363
32.117,2142,2861,3973,385,377,386
32.127,2139,2855,3827,389,383,381
32.143,2146,2860,3994,388,385,387
32.163,2149,2862,4085,383,385,383
32.184,2152,2866,4015,386,388,389
32.194,2151,2858,3977,385,381,379
32.231,2132,2862,3852,384,389,381
32.231,2135,2850,3978,390,381,385
32.233,2145,2860,4095,386,379,383
32.251,2148,2863,3995,384,382,383
32.269,2142,2859,3974,381,383,383
32.283,2138,2861,3844,376,377,383
32.302,2141,2856,3993,383,382,383
32.320,2139,2857,4086,378,384,377
32.339,2152,2857,4015,389,373,381
32.361,2144,2858,3992,382,381,386
32.381,2135,2856,3846,377,379,367
32.395,2145,2862,3998,385,386,386
32.395,2149,2873,4095,383,390,386
32.413,2143,2862,4005,389,383,386
32.428,2145,2859,3972,386,379,382
32.448,2152,2860,3862,388,384,381
32.466,2142,2851,3995,385,383,385
32.481,2110,2857,4090,385,380,384
32.497,2148,2856,4005,381,394,379
32.511,2148,2860,3980,383,386,384
32.532,2150,2857,3836,379,382,383
32.533,2138,2854,3996,392,386,391
32.550,2152,2868,4095,396,388,391
32.567,2151,2864,4027,396,391,386
32.581,2145,2868,3970,388,389,388
32.594,2155,2871,3811,391,387,383
32.611,2163,2866,3977,391,394,391
32.632,2161,2859,4086,390,392,386
32.649,2153,2860,3996,394,384,387
32.669,2150,2869,3950,388,386,383
32.671,2153,2856,3796,392,392,391
32.684,2148,2856,3995,391,393,383
32.699,2149,2856,4095,392,389,388
32.718,2142,2859,4002,394,391,387
32.738,2150,2855,3973,392,383,388
32.758,2149,2862,3843,380,388,392
32.777,2152,2859,3990,391,384,393
32.791,2153,2854,4089,392,391,392
32.813,2159,2857,4047,391,400,391
32.813,2156,2859,3977,391,388,390
32.831,2144,2863,3838,392,393,394
32.850,2154,2863,3982,389,391,390
32.868,2152,2863,4087,394,394,392
32.888,2147,2864,3987,398,389,394
32.909,2152,2859,3988,389,392,388
32.926,2156,2866,3811,393,387,394
32.961,2145,2860,3989,393,393,393
32.962,2148,2866,4093,402,399,394
32.962,2156,2860,4000,396,408,389
32.979,2152,2863,3982,391,396,393
32.996,2164,2862,3813,396,394,396
33.014,2152,2861,3991,400,392,392
33.034,2151,2861,4095,392,392,391
33.047,2160,2868,3993,396,391,392
33.068,2152,2861,3976,392,391,393
33.083,2150,2860,3805,396,396,390
33.102,2160,2869,3988,391,383,388
33.103,2148,2868,4095,395,387,396
33.121,2149,2861,4000,390,397,391
33.134,2141,2860,3987,394,395,392
33.154,2141,2854,3832,396,391,393
33.165,2152,2859,3993,393,393,391
33.186,2154,2862,4095,394,383,387
33.207,2155,2864,4012,396,395,393
33.223,2152,2858,3978,392,391,393
33.236,2153,2869,3819,387,402,391
33.236,2145,2857,3986,395,383,397
33.254,2150,2861,4095,391,389,392
33.268,2157,2863,3990,391,395,387
33.289,2151,2859,3974,386,390,389
33.308,2144,2859,3833,392,388,383
33.326,2146,2858,3989,393,394,387
33.340,2148,2860,4088,384,390,396
33.356,2148,2859,4009,390,386,395
33.375,2159,2866,3975,388,389,388
33.376,2142,2875,3850,382,390,381
33.394,2156,2871,3980,395,396,395
33.414,2145,2858,4095,392,392,382
33.434,2160,2863,4004,391,384,389
33.444,2147,2860,3967,390,393,393
33.462,2138,2861,3831,392,387,390
33.480,2160,2876,3967,394,388,395
33.499,2149,2862,4095,389,389,389
33.515,2161,2866,3985,394,390,392
33.515,2152,2857,3973,394,391,387
33.536,2143,2860,3823,382,391,389
33.556,2146,2861,3992,385,392,383
33.576,2149,2863,4095,389,390,389
33.594,2152,2864,3987,388,375,395
33.613,2153,2860,4000,393,391,389
33.632,2137,2859,3844,389,384,386
33.651,2150,2864,3982,379,390,390
33.671,2161,2872,4095,393,395,394
33.672,2149,2863,4001,394,396,395
33.691,2151,2861,3978,389,392,400
33.709,2147,2857,3830,381,387,389
33.729,2156,2859,3991,398,394,386
33.747,2155,2864,4095,396,390,390
33.769,2157,2861,3980,393,394,385
33.786,2148,2857,3967,386,387,384
33.805,2148,2857,3816,390,392,385
33.824,2156,2882,3989,404,392,390
33.826,2155,2862,4095,400,394,393
33.843,2147,2870,3990,409,388,393
33.867,2147,2861,3987,393,393,390
33.883,2136,2862,3828,383,395,396
33.899,2154,2862,3997,392,397,390
33.915,2150,2864,4095,398,388,412
33.933,2148,2857,3977,389,384,390
33.950,2149,2855,3984,381,383,378
33.964,2148,2855,3825,386,386,389
33.965,2149,2855,3984,389,390,390
33.985,2156,2867,4095,392,383,394
34.003,2148,2854,4008,387,392,392
34.016,2156,2859,3975,387,387,388
34.028,2150,2855,3848,386,385,390
34.048,2145,2855,3998,390,387,388
34.067,2159,2855,4094,391,381,389
34.086,2155,2864,3994,396,396,392
34.100,2153,2865,3984,387,392,395
34.100,2152,2862,3823,393,383,393
34.114,2139,2857,3986,389,382,385
34.126,2153,2855,4088,394,400,392
34.145,2154,2861,4012,393,383,387
34.164,2143,2860,3974,388,392,389
34.180,2138,2861,3813,388,385,388
34.200,2150,2859,3978,388,389,386
34.216,2147,2864,4095,393,396,391
34.229,2146,2861,4004,390,389,389
34.229,2148,2861,3983,392,390,384
34.248,2149,2859,3817,384,390,383
34.264,2149,2856,3982,393,390,392
34.284,2151,2861,4095,393,396,393
34.302,2158,2861,3983,396,393,392
34.321,2152,2866,3967,391,390,387
34.340,2150,2859,3818,383,382,390
34.360,2152,2862,3994,390,394,386
34.378,2158,2854,4095,391,389,388
34.379,2146,2864,4000,388,393,391
34.397,2152,2860,3987,383,383,387
34.416,2146,2850,3811,382,390,373
34.435,2165,2856,3986,388,396,384
34.454,2143,2854,4095,392,391,389
34.472,2148,2860,3979,389,387,392
34.492,2152,2861,3981,391,389,389
34.513,2154,2854,3824,388,379,396
34.532,2141,2868,3993,393,381,387
34.533,2143,2867,4092,386,389,389
34.549,2147,2864,3989,385,383,389
34.589,2148,2854,3987,389,390,388
34.589,2144,2854,3816,388,389,384
34.606,2150,2855,3987,391,392,388
34.623,2144,2860,4093,389,386,389
34.644,2145,2866,3989,400,393,411
34.686,2151,2858,3975,387,392,378
34.686,2150,2863,3830,385,383,386
34.688,2148,2857,3990,388,394,381
34.705,2153,2851,4089,390,389,390
34.723,2145,2860,4010,382,394,384
34.743,2143,2858,3970,386,386,385
34.762,2152,2856,3838,393,392,384
34.782,2143,2864,3989,390,387,386
34.804,2146,2857,4095,391,386,379
34.825,2142,2863,3986,378,388,391
34.844,2147,2859,3966,390,392,389
34.845,2144,2860,3829,387,383,394
34.866,2166,2856,3987,401,385,392
34.885,2139,2862,4095,388,389,385
34.906,2152,2858,3987,392,387,397
34.924,2141,2862,3971,385,395,391
34.945,2144,2858,3866,381,391,381
34.964,2147,2860,3988,384,390,383
34.983,2154,2864,4095,389,388,387
35.001,2154,2855,4007,389,386,391
35.001,2150,2864,3970,389,383,395
35.019,2148,2863,3855,387,390,384
35.046,2152,2861,3993,389,389,392
35.057,2150,2863,4087,396,389,395
35.078,2139,2863,4003,383,382,389
35.097,2142,2862,3978,390,385,392
35.117,2133,2862,3848,386,393,395
35.135,2141,2858,3997,389,388,383
35.156,2146,2863,4093,391,391,392
35.157,2149,2862,4012,389,389,389
35.175,2142,2866,4004,390,393,392
35.216,2141,2858,3839,389,388,385
35.217,2152,2861,3996,383,388,388
35.232,2154,2861,4091,391,392,393
35.252,2148,2859,4005,391,393,394
35.273,2144,2872,3985,392,383,395
35.292,2136,2863,3856,385,391,392
35.312,2144,2863,4015,389,385,392
35.312,2144,2860,4095,390,386,389
35.330,2155,2863,3972,390,391,392
35.349,2154,2878,3959,389,383,387
35.368,2158,2855,3835,389,386,388
35.389,2151,2864,3993,391,388,394
35.409,2153,2865,4086,389,386,392
35.429,2148,2857,3985,397,392,388
35.448,2144,2861,3977,388,386,392
35.468,2139,2861,3855,385,383,385
35.468,2151,2855,3990,381,387,391
35.488,2143,2861,4091,391,389,386
35.507,2145,2858,3989,383,393,392
35.525,2149,2857,3981,390,402,383
35.545,2139,2856,3866,386,382,387
35.565,2139,2854,4001,396,386,383
35.583,2154,2863,4095,392,389,391
35.604,2141,2861,3989,392,389,386
35.620,2146,2862,3963,388,379,386
35.620,2141,2856,3860,390,378,388
35.637,2148,2863,3988,392,383,388
35.657,2156,2861,4093,398,390,392
35.678,2149,2872,3996,387,389,396
35.699,2147,2864,3972,387,384,388
35.720,2152,2855,3852,392,384,390
35.741,2145,2859,3987,389,385,389
35.758,2131,2866,4081,385,393,390
35.779,2145,2859,3992,385,392,396
35.780,2143,2857,3979,389,387,385
35.797,2136,2858,3878,390,386,382
35.817,2145,2862,3992,389,388,389
35.836,2153,2864,4095,388,391,388
35.848,2151,2867,4013,402,398,390
35.868,2142,2855,3977,379,382,383
35.889,2148,2856,3877,392,384,383
35.906,2151,2864,3984,391,388,388
35.927,2139,2863,4071,396,388,392
35.928,2151,2868,4022,386,384,386
35.945,2143,2859,3971,388,387,388
35.964,2150,2860,3885,394,390,386
36.003,2153,2858,3983,388,388,383
36.003,2152,2862,4086,390,396,383
36.021,2151,2859,4018,389,383,383
36.042,2152,2864,3980,387,392,389
36.060,2146,2864,3892,387,389,391
36.080,2144,2861,4003,387,382,386
36.080,2149,2859,4075,389,392,389
36.097,2152,2858,3991,390,387,384
36.118,2148,2861,3966,384,389,386
36.140,2152,2857,3892,389,391,387
36.181,2144,2856,3992,381,387,390
36.181,2120,2858,4064,393,396,388
36.199,2151,2872,4008,391,388,390
36.219,2148,2861,3971,387,396,387
36.238,2138,2859,3914,393,402,385
36.239,2145,2855,3994,393,382,386
36.256,2150,2859,4063,390,396,387
36.275,2150,2856,4001,392,387,388
36.297,2149,2861,3968,383,392,392
36.320,2143,2865,3879,394,385,391
36.358,2150,2863,3987,391,387,386
36.358,2151,2863,4059,395,389,396
36.372,2151,2862,3988,392,386,396
36.389,2143,2855,3966,389,387,386
36.389,2146,2856,3893,385,393,392
