Time,25W,25X,25Y,25Z,25P,25Q
0.000,2023,2627,3750,27,25,26
0.020,2036,2632,3988,22,29,27
0.040,2042,2626,3937,26,23,22
0.060,2029,2632,3802,27,27,26
0.080,2048,2626,3579,27,23,21
0.100,2045,2631,3712,23,24,24
0.120,2039,2636,3998,31,27,22
0.140,2037,2631,3924,24,23,23
0.160,2034,2627,3796,23,23,25
0.180,2038,2628,3581,32,22,23
0.200,2029,2629,3716,25,23,28
0.220,2043,2630,3994,25,25,23
0.240,2044,2635,3941,29,25,24
0.260,2051,2632,3817,42,23,22
0.280,2036,2642,3598,25,32,25
0.300,2045,2644,3720,24,24,19
0.320,2054,2627,4005,29,23,23
0.340,2029,2633,3917,23,25,19
0.360,2049,2636,3794,27,21,25
0.380,2044,2626,3571,25,26,24
0.400,2035,2624,3713,24,24,27
0.420,2052,2626,3999,23,23,28
0.440,2038,2623,3921,28,24,26
0.460,2042,2636,3773,23,22,26
0.480,2038,2632,3577,24,24,24
0.500,2039,2630,3712,25,22,25
0.520,2058,2639,4023,23,23,26
0.540,2039,2628,3923,29,32,25
0.560,2028,2629,3772,23,25,26
0.580,2038,2632,3571,22,28,23
0.600,2036,2629,3713,28,24,19
0.620,2055,2633,4011,27,26,27
0.640,2043,2634,3925,27,24,27
0.660,2038,2630,3772,19,23,24
0.680,2040,2631,3557,22,28,24
0.700,2043,2636,3707,21,21,22
0.720,2047,2629,4011,20,21,24
0.740,2056,2623,3924,24,27,28
0.760,2036,2628,3775,23,21,24
0.780,2041,2629,3564,23,22,24
0.800,2037,2630,3707,19,27,30
0.820,2043,2625,4012,27,25,21
0.840,2042,2629,3924,23,21,24
0.860,2035,2628,3790,30,23,28
0.880,2040,2629,3567,28,26,23
0.900,2041,2631,3699,28,23,25
0.920,2042,2625,3988,29,25,27
0.940,2038,2627,3925,27,23,27
0.960,2033,2634,3805,28,24,23
0.980,2043,2628,3564,22,32,28
1.000,2044,2629,3712,25,26,25
1.020,2039,2631,3980,21,21,24
1.040,2045,2630,3929,23,25,25
1.060,2050,2634,3807,25,24,27
1.080,2039,2629,3565,22,22,23
1.100,2037,2630,3716,22,28,23
1.120,2050,2623,3990,32,26,25
1.140,2036,2628,3931,24,22,19
1.160,2045,2637,3807,29,21,30
1.180,2043,2629,3556,24,25,24
1.200,2016,2627,3692,28,30,26
1.220,2035,2626,3990,24,22,23
1.240,2043,2625,3919,26,26,27
1.260,2030,2632,3804,22,21,26
1.280,2040,2626,3573,27,24,24
1.300,2037,2626,3698,28,21,24
1.320,2044,2627,3972,25,32,25
1.340,2035,2633,3927,28,21,24
1.360,2041,2624,3824,25,24,21
1.380,2045,2628,3570,24,19,26
1.400,2036,2623,3686,27,21,23
1.420,2049,2627,3969,29,24,23
1.440,2043,2632,3933,28,23,14
1.460,2046,2626,3853,21,28,23
1.480,2049,2628,3559,25,22,25
1.500,2043,2630,3699,25,28,30
1.520,2044,2633,3983,25,23,24
1.540,2041,2633,3941,23,27,30
1.560,2043,2628,3844,26,26,25
1.580,2042,2629,3547,25,22,24
1.600,2044,2619,3689,24,23,23
