Time,25W,25X,25Y,25Z,25P,25Q
0.000,2262,2660,3912,79,80,78
0.020,2258,2653,3758,79,86,80
0.040,2298,2661,3920,79,84,79
0.060,2293,2660,3991,80,78,84
0.080,2294,2660,3835,79,76,75
0.100,2307,2655,3809,77,81,82
0.120,2308,2666,3805,74,81,79
0.140,2312,2661,3924,78,81,80
0.160,2323,2657,3994,80,79,79
0.180,2311,2648,3837,75,82,77
0.200,2319,2658,3802,81,84,79
0.220,2277,2660,3787,89,80,78
0.240,2298,2655,3913,76,79,77
0.260,2301,2663,4030,78,81,79
0.280,2283,2660,3846,84,77,80
0.300,2304,2657,3832,82,83,80
0.320,2296,2656,3811,80,84,78
0.340,2324,2655,3933,82,78,80
0.360,2330,2666,4012,82,80,87
0.380,2294,2654,3838,79,79,80
0.400,2303,2660,3828,75,81,75
0.420,2309,2656,3799,82,77,77
0.440,2309,2656,3934,77,82,81
0.460,2309,2655,4015,85,80,79
0.480,2292,2662,3834,81,80,80
0.500,2300,2655,3833,75,81,76
0.520,2321,2655,3850,77,82,76
0.540,2300,2660,3925,80,83,77
0.560,2308,2651,4027,79,78,75
0.580,2309,2659,3826,80,81,76
0.600,2306,2665,3814,82,81,77
0.620,2304,2654,3829,76,78,80
0.640,2322,2659,3928,80,84,80
0.660,2326,2661,4044,84,81,79
0.680,2297,2664,3813,80,80,82
0.700,2303,2654,3817,78,75,80
0.720,2322,2654,3820,82,81,80
0.740,2309,2659,3924,84,81,84
0.760,2327,2667,4048,85,77,82
0.780,2298,2656,3796,82,75,83
0.800,2297,2657,3815,75,75,80
0.820,2310,2644,3830,82,76,86
0.840,2256,2653,3923,79,85,79
0.860,2266,2660,4048,78,82,85
0.880,2255,2660,3798,86,82,75
0.900,2255,2660,3821,80,78,75
0.920,2282,2655,3828,82,60,85
0.940,2284,2653,3901,81,82,83
0.960,2272,2664,4061,78,80,76
0.980,2256,2654,3799,79,78,80
1.000,2267,2659,3818,83,74,80
1.020,2256,2661,3861,77,84,78
1.040,2273,2664,3911,69,78,74
1.060,2273,2662,4062,81,78,82
1.080,2255,2651,3813,80,84,78
1.100,2257,2660,3816,81,72,78
1.120,2250,2655,3866,78,84,79
1.140,2272,2663,3939,78,84,79
1.160,2278,2670,4095,77,83,80
1.180,2262,2667,3816,83,79,80
1.200,2270,2669,3811,81,83,77
1.220,2263,2656,3846,80,77,82
1.240,2265,2658,3922,84,83,76
1.260,2288,2661,4063,80,81,83
1.280,2257,2658,3804,78,75,82
1.300,2257,2656,3825,78,77,83
1.320,2272,2652,3844,83,82,80
1.340,2262,2658,3915,86,84,78
1.360,2270,2667,4081,73,77,88
1.380,2265,2649,3809,79,82,79
1.400,2260,2651,3819,79,77,75
1.420,2275,2655,3858,80,80,83
1.440,2270,2664,3907,77,78,82
1.460,2264,2661,4093,79,84,80
1.480,2259,2649,3807,65,80,73
1.500,2267,2662,3822,79,68,76
1.520,2250,2661,3853,81,84,78
1.540,2262,2660,3911,77,76,80
1.560,2277,2656,4095,79,88,79
1.580,2245,2658,3826,75,82,81
1.600,2260,2647,3811,83,75,83
1.620,2268,2666,3863,84,84,73
1.640,2261,2654,3909,81,84,84
1.660,2283,2656,4095,80,82,79
1.680,2247,2654,3821,84,80,79
1.700,2251,2646,3818,79,81,80
1.720,2264,2669,3881,78,76,78
1.740,2270,2659,3927,81,76,82
1.760,2300,2655,4095,84,83,80
1.780,2266,2655,3826,82,84,78
1.800,2266,2647,3773,82,84,87
1.820,2258,2661,3868,81,84,84
1.840,2280,2655,3918,81,83,82
1.860,2269,2650,4095,77,77,83
1.880,2258,2660,3821,82,79,82
1.900,2271,2652,3776,79,75,73
1.920,2259,2654,3844,77,70,80
1.940,2265,2655,3931,76,78,77
1.960,2296,2655,4091,83,80,81
1.980,2268,2654,3833,80,80,78
2.000,2228,2652,3722,74,73,82
2.020,2272,2657,3880,75,81,75
2.040,2276,2655,3942,82,82,83
2.060,2264,2655,4091,78,84,85
2.080,2261,2659,3835,78,76,85
2.100,2277,2661,3761,81,81,79
2.120,2277,2661,3880,77,74,58
2.140,2267,2651,3943,77,85,84
2.160,2266,2670,4092,78,81,84
2.180,2259,2657,3821,83,78,81
2.200,2278,2643,3743,79,82,80
2.220,2260,2654,3869,83,76,80
2.240,2259,2665,3940,77,79,78
2.260,2295,2652,4089,88,81,82
2.280,2254,2654,3829,76,78,81
2.300,2232,2653,3733,78,77,75
2.320,2281,2654,3854,75,77,81
2.340,2280,2659,3938,78,77,76
2.360,2288,2659,4071,79,79,86
2.380,2272,2658,3836,85,75,75
2.400,2250,2647,3699,82,82,81
2.420,2256,2653,3847,80,79,85
