epoch,train_loss_mean,train_loss_sd,val_loss_mean,val_loss_sd,train_acc_mean,train_acc_sd,val_acc_mean,val_acc_sd
48,0.7923348530133565,0.04457713811851525,0.6934711329142254,0.05732380368741993,0.8339818546885536,0.015525676601644969,0.775,0.014129854131510954
49,0.8033582727682023,0.10226090181513312,0.6731545257568359,0.052427813970356445,0.8283284280413673,0.0423986651093026,0.7841666666666667,0.026906473818271562
50,0.8104572187151227,0.08341652413665017,0.6828722254435221,0.07891665543601434,0.8229536779721578,0.03289687055627491,0.7766666666666666,0.03591560323251659
51,0.8249313605399358,0.050558117656592134,0.6953765869140625,0.04366428034514282,0.8204450535774231,0.022580210229965085,0.7691666666666667,0.016822191031821927
52,0.77271964601108,0.06036583558029799,0.6934069569905599,0.04349885578446688,0.8418994166169848,0.023641646518495797,0.7616666666666667,0.020497289793748073
53,0.8066693301427932,0.04036663159802016,0.6834626134236654,0.06805069481678025,0.8291551340761639,0.016542489623149595,0.78,0.02382663075915965
54,0.7664248335929144,0.049824984636451415,0.7097640101114908,0.030306231432255876,0.8460173579624721,0.017203573326646595,0.7683333333333333,0.02475575129585494
55,0.7831540393261682,0.07412520409960303,0.6901675542195638,0.046821637227462735,0.8372526452087221,0.03856181764991187,0.7825,0.021929495611567946
56,0.8312327849297297,0.04204534164943252,0.688845125834147,0.03654075794072144,0.8171772383508229,0.019189234516676965,0.7791666666666666,0.0214492294603896
57,0.799899191288721,0.03983141180607858,0.6728934860229492,0.026120846468184602,0.8297633930615017,0.011943278793520978,0.7875,0.01178511301977583
58,0.8257684490226564,0.049452327186575835,0.6609659322102864,0.03273721300113666,0.8159398897488911,0.025395613312823764,0.7933333333333332,0.002282177322938156
59,0.7955069801353273,0.05152764641635791,0.6770562108357747,0.06741817902600936,0.8289554651578268,0.019251028953767995,0.7683333333333333,0.028198207192814424
60,0.7925416929381235,0.05573282793246874,0.6772170893351237,0.04650261893537929,0.8285501429012843,0.022850370560301245,0.7766666666666666,0.019676198255196013
61,0.8535087946483066,0.03694646579907987,0.6706414031982422,0.045056225709366064,0.8078287003153847,0.017111008618282166,0.7858333333333334,0.016562172428626447
62,0.7790251329966954,0.04075037645991064,0.6622196324666342,0.049246501703285116,0.8396614657129561,0.02038273603140467,0.7808333333333334,0.01602948671805945
63,0.7997059482619876,0.05912662031811977,0.6602054595947265,0.0463305335465121,0.8283961109887986,0.022606668955106685,0.7899999999999999,0.018066236157232345
64,0.7605128954705738,0.07109072295471588,0.6661558024088542,0.050572727826313404,0.8424979877471923,0.027230323024191417,0.7775000000000001,0.021770584129355234
65,0.837444920199258,0.06720193205485506,0.6729015858968099,0.06621828991009499,0.8097527649289086,0.02612781540380686,0.7833333333333333,0.013819269959814152
66,0.7975787895634061,0.04860965315732425,0.6552551142374675,0.07001308185494169,0.8308098111833845,0.020853946828228134,0.7891666666666667,0.01519548544067539
67,0.7483446751322065,0.034405818467312936,0.6458027013142903,0.051603636079949076,0.8490651749429249,0.01462567272413722,0.795,0.005432668671002268
68,0.7931886140505473,0.00822656202304821,0.6400661341349284,0.03939989505463472,0.8318124376024519,0.007162577011445275,0.795,0.006846531968814619
69,0.7970673046225594,0.026306234514906688,0.6462118911743164,0.05208535685026364,0.8275686084656488,0.016350858326704208,0.7875,0.013819269959814131
70,0.7856111391385396,0.04518405974897712,0.6371660486857096,0.05666889514365036,0.8295132565498353,0.01727743129621879,0.8008333333333333,0.017529736639968874
71,0.7899524490038554,0.0501824915361825,0.6444703038533529,0.04495707718612612,0.8363412735575722,0.017508469162418796,0.7916666666666666,0.01381926995981418
72,0.7841322443031129,0.01662916622026069,0.6423361968994141,0.056699321728622874,0.8338838573864529,0.004916402454340258,0.7983333333333333,0.017078251276599333
73,0.7870103344463166,0.07982128925002752,0.6482307688395182,0.05811180935808765,0.8329984685352871,0.030292407464631826,0.7933333333333333,0.00959238702768446
74,0.8050330687704541,0.05748749536600979,0.6424698384602865,0.05168429076513097,0.8251867126283191,0.020283928814325745,0.7891666666666667,0.014006446928309645
75,0.7635018837451935,0.07226448573183229,0.6489195505777994,0.06947252689986647,0.8376998324621292,0.026134096168379733,0.7933333333333333,0.024224069756247746
76,0.8006612832205636,0.05394134482490269,0.6519146474202474,0.0661721011235326,0.828600515638079,0.02442538893803273,0.7925,0.011562030771259668
77,0.7752247453871227,0.039094611753303025,0.6588873036702474,0.04409406899551645,0.8318304003987993,0.014758979782617745,0.7866666666666667,0.02173067468400882
78,0.7535516323929741,0.050601446148520315,0.6524526723225911,0.0653454568400409,0.8441398357209705,0.021438901744702435,0.7916666666666667,0.023753654689565393
79,0.7853954408282325,0.10639490028930061,0.6539944712320963,0.054505272018278816,0.8304206404231843,0.03673369939105246,0.7825,0.019184774055368895
80,0.7738091840630485,0.06814835935633173,0.6593130238850912,0.0595176348439493,0.8358934623854501,0.025149240830801462,0.7858333333333334,0.02011253064357862
81,0.7751256897335961,0.06017975876096015,0.6551678721110026,0.049173943208944394,0.8358875871839977,0.02456486061279937,0.7875,0.01250000000000003
82,0.7634526619457064,0.03661701882095703,0.6496987660725912,0.048103246849939066,0.8404560730570838,0.012166411694237694,0.7925,0.018493617517643453
83,0.8195292427993955,0.04419604684857464,0.6493680826822917,0.053362818727378254,0.8193965709777105,0.023807438656488406,0.795,0.01394433377556793
84,0.7711630447137924,0.05035681959243401,0.6450609079996745,0.05666666846500655,0.8364957507451376,0.014053166622412374,0.795,0.01801812359203305
85,0.7973102183001382,0.0685991589910461,0.6489557139078777,0.06343192016065638,0.8302070140838623,0.026424130561293693,0.7908333333333333,0.018018123592033062
86,0.8093788139025371,0.06541516122444695,0.6508709971110026,0.06451794341555521,0.8235554020745413,0.03231676606912939,0.7908333333333333,0.021122986426060957
87,0.7303633780706497,0.05696867269220232,0.6456447347005209,0.0633011702952088,0.8555574079922268,0.022412993043435598,0.7958333333333334,0.014129854131510982
88,0.7716837286949157,0.05797977344813665,0.6459542846679687,0.05621504736761105,0.838664840857188,0.025210411307561527,0.7916666666666666,0.009771699499632162
89,0.7576850759415399,0.0372492215245782,0.6461952972412109,0.05255899379327156,0.844393926348005,0.01718516739613724,0.7891666666666667,0.013693063937629174
90,0.7908275569620586,0.05592261477823514,0.6491383361816406,0.05999162675433586,0.8382115124520801,0.022481069245843047,0.7916666666666666,0.010622957319984947
91,0.8117170492808023,0.04404269433570437,0.6467218526204427,0.05463382235590208,0.8202613201595488,0.01660362374377047,0.795,0.01570120306784728
92,0.7696122426646096,0.08482951021560245,0.6466002655029297,0.055109174682586554,0.8420472881907507,0.03544504351534305,0.7958333333333333,0.01350154312168302
93,0.764960017261051,0.015536068793191587,0.6461659495035807,0.05499320242192166,0.8418718135924566,0.008214619048105748,0.7975,0.013372338779901037
94,0.7950738348847344,0.056912099199808,0.6457230122884114,0.05333506273048526,0.8274364416939871,0.023317348780090525,0.7916666666666667,0.01640418307085794
95,0.7219560431298755,0.056447813616013254,0.6443991088867188,0.053997012094259784,0.8588126875105357,0.01981881463123828,0.7916666666666667,0.016925080009658207
96,0.7248221535909743,0.04408225241343901,0.6437303161621093,0.054785479581400655,0.8553686709631056,0.017548292487581923,0.7925,0.019184774055368874
97,0.7766628750165303,0.05572838958982607,0.6439552561442057,0.05459776749438018,0.8367351074445816,0.022047057439526598,0.7925,0.01985188208261933
98,0.7784566412085578,0.03304551479110725,0.6436249033610026,0.054390433542617016,0.8300902429081145,0.013021297907684224,0.7925,0.01985188208261933
99,0.7870213651657105,0.041323029124021526,0.6438495635986328,0.0545379731505085,0.829756334622701,0.012671592082129098,0.7925,0.01985188208261933
100,0.7690962383292971,0.053019481156112776,0.6438381449381511,0.054550833605836346,0.8408533971650259,0.018618658564881495,0.7925,0.01985188208261933
