Time,25W,25X,25Y,25Z,25P,25Q
0.000,1858,2650,3567,40,33,38
0.020,1850,2646,3562,38,42,42
0.040,1861,2641,3578,42,40,36
0.060,1851,2662,3707,35,44,38
0.080,1845,2656,3955,42,41,49
0.100,1861,2645,3850,41,40,39
0.120,1854,2645,3554,36,32,41
0.140,1860,2647,3580,40,40,40
0.160,1857,2650,3722,39,41,39
0.180,1862,2650,3958,39,32,39
0.200,1851,2648,3858,42,37,42
0.220,1860,2646,3535,38,34,36
0.240,1858,2639,3583,43,36,39
0.260,1853,2645,3722,44,37,40
0.280,1856,2646,3966,43,39,37
0.300,1863,2642,3852,42,36,40
0.320,1850,2648,3550,46,39,40
0.340,1861,2645,3575,42,37,41
0.360,1860,2651,3720,38,41,39
0.380,1864,2653,3950,40,39,35
0.400,1857,2650,3859,39,38,39
0.420,1857,2645,3530,35,44,39
0.440,1860,2647,3575,38,40,39
0.460,1875,2657,3732,39,40,40
0.480,1857,2650,3951,35,40,37
0.500,1856,2651,3849,39,33,39
0.520,1859,2647,3550,39,39,38
0.540,1858,2646,3594,36,36,38
0.560,1862,2644,3747,38,31,41
0.580,1849,2647,3959,39,41,33
0.600,1857,2648,3860,39,40,39
0.620,1850,2649,3533,40,36,38
0.640,1870,2655,3600,42,36,39
0.660,1861,2657,3736,37,37,41
0.680,1853,2651,3963,43,31,39
0.700,1859,2647,3850,40,36,36
0.720,1849,2647,3524,37,40,35
0.740,1855,2643,3572,40,38,39
0.760,1855,2648,3720,42,41,37
0.780,1867,2650,3977,41,37,36
0.800,1856,2645,3866,31,40,41
0.820,1858,2656,3567,38,42,36
0.840,1855,2648,3615,39,38,42
0.860,1856,2650,3778,38,35,37
0.880,1859,2658,3989,39,43,40
0.900,1864,2648,3876,34,38,43
0.920,1859,2645,3542,35,40,42
0.940,1860,2646,3604,38,38,39
0.960,1865,2649,3753,42,42,37
0.980,1855,2649,3978,40,41,49
1.000,1863,2651,3872,41,38,42
1.020,1851,2652,3535,37,39,35
1.040,1867,2642,3612,35,39,40
1.060,1864,2650,3771,40,40,37
1.080,1861,2648,3980,38,37,41
1.100,1856,2646,3865,38,36,42
1.120,1854,2646,3530,35,36,39
1.140,1861,2647,3592,41,40,37
1.160,1860,2647,3741,40,44,40
1.180,1872,2658,3980,36,37,40
1.200,1856,2650,3867,41,38,39
1.220,1845,2643,3537,41,38,43
1.240,1856,2646,3609,42,35,40
1.260,1866,2659,3896,40,37,42
1.280,1874,2655,3984,39,43,35
1.300,1869,2648,3874,39,44,41
1.320,1858,2644,3548,38,36,37
1.340,1859,2643,3619,39,41,40
1.360,1858,2643,3806,39,36,42
1.380,1863,2658,3993,41,37,43
1.400,1855,2645,3869,38,42,36
1.420,1848,2652,3557,37,39,42
1.440,1859,2651,3613,41,34,42
1.460,1856,2649,3795,45,37,40
1.480,1851,2642,3988,41,40,44
1.500,1853,2649,3868,37,36,37
1.520,1847,2643,3549,34,42,35
1.540,1858,2646,3617,44,38,40
1.560,1867,2651,3807,38,48,40
