Time,25W,25X,25Y,25Z,25P,25Q
0.000,2248,2978,4024,547,539,550
0.020,2255,2974,4095,545,544,538
0.040,2261,2980,4012,544,552,548
0.060,2255,2975,3989,543,535,544
0.080,2253,2992,3845,534,535,541
0.100,2258,2979,4001,546,550,547
0.120,2262,2982,4095,549,554,547
0.140,2253,2982,3994,554,554,549
0.160,2258,2977,3980,549,540,542
0.180,2259,2965,3892,538,545,535
0.200,2256,2978,3990,541,560,538
0.220,2260,2986,4095,548,551,546
0.240,2258,2977,4031,548,544,544
0.260,2257,2977,3969,539,549,545
0.280,2256,2968,3876,535,537,531
0.300,2251,2999,3984,541,548,547
0.320,2265,2975,4090,556,548,562
0.340,2260,2966,4013,552,549,545
0.360,2259,2979,3979,552,553,555
0.380,2268,2982,3863,560,558,559
0.400,2280,2996,4005,562,553,555
0.420,2268,2990,4075,558,567,561
0.440,2261,2984,4012,553,559,555
0.460,2268,2981,3984,550,551,572
0.480,2256,2981,3882,549,557,503
0.500,2270,2986,3993,613,558,553
0.520,2288,2994,4095,575,581,572
0.540,2270,2985,3993,570,578,567
0.560,2276,2994,3977,572,567,568
0.580,2284,2994,3903,575,569,566
0.600,2280,2994,3996,572,565,570
0.620,2288,2982,4033,571,578,569
0.640,2281,2984,3984,576,576,567
0.660,2282,3004,3980,585,581,585
0.680,2281,3007,3927,572,576,587
0.700,2294,3007,3991,581,539,574
0.720,2293,3002,4078,588,582,589
0.740,2287,3002,3971,579,585,582
0.760,2292,3006,3965,582,588,577
0.780,2277,2998,3908,569,579,580
0.800,2277,2999,3995,576,574,574
0.820,2277,2998,4095,588,569,584
0.840,2279,2995,3997,570,574,577
0.860,2284,2994,3961,575,579,580
0.880,2271,2996,3891,581,570,577
0.900,2288,2996,3998,566,580,577
0.920,2288,3001,4095,583,571,581
0.940,2285,2991,3999,580,568,584
0.960,2287,2991,3978,579,575,576
0.980,2273,2992,3918,581,565,553
1.000,2280,3001,3995,577,571,579
1.020,2294,2996,4072,573,572,574
1.040,2298,2988,3965,569,568,563
1.060,2281,2996,3981,575,576,576
1.080,2273,2993,3950,562,562,569
1.100,2288,3005,4000,580,581,581
1.120,2280,3000,4039,581,570,582
1.140,2269,2986,3967,566,568,572
1.160,2269,2997,3982,563,574,569
1.180,2267,2987,3933,580,574,583
1.200,2278,2997,3991,571,575,568
1.220,2282,3000,4038,575,578,573
1.240,2279,2988,3966,569,580,572
1.260,2288,3000,3992,571,575,567
1.280,2273,2983,3967,592,586,592
1.300,2286,2994,3999,586,587,578
1.320,2294,2997,4089,577,587,577
1.340,2277,2997,3955,578,571,580
1.360,2282,2997,3984,575,585,574
1.380,2281,2990,3903,575,573,570
1.400,2285,2995,4008,584,587,583
1.420,2304,2998,4095,567,593,579
1.440,2277,2993,3958,578,566,566
1.460,2275,2985,3985,577,571,568
1.480,2285,2999,3898,617,571,589
1.500,2294,2999,4004,595,587,594
1.520,2299,3008,4095,597,588,596
1.540,2296,3003,3959,589,580,589
1.560,2282,3003,3982,587,592,588
1.580,2304,3004,3966,595,583,588
1.600,2287,2991,4004,573,578,569
