epoch,train_loss,train_acc,val_loss,val_acc,lr,label_smoothing
1,2.225473843073185,0.118918346850735,2.168230828116922,0.11029411764705882,1.08e-05,0.1
2,2.202279981417147,0.12506943943826035,2.1567514924442066,0.09558823529411764,1.56e-05,0.1
3,2.187788721129828,0.11179073252206284,2.1272767431595745,0.09558823529411764,2.04e-05,0.1
4,2.178759936758652,0.13300059578602805,2.108703809625962,0.11764705882352941,2.5200000000000003e-05,0.1
5,2.149216212773983,0.13032400999621424,2.0874066913829132,0.16176470588235295,3e-05,0.1
6,2.109188526515433,0.15084688862042112,1.8980050928452437,0.22794117647058823,3e-05,0.1
7,2.0490613370073643,0.1994742644573893,1.5079413582296932,0.49264705882352944,2.9998033254984483e-05,0.1
8,1.8798304131850894,0.2911527689197561,1.2187899421243107,0.5294117647058824,2.9992133535682725e-05,0.1
9,1.7521358035769858,0.3539321516224518,0.9361898618585923,0.6102941176470589,2.998230238919386e-05,0.1
10,1.6600080233788772,0.40110985652024567,0.9013122039682725,0.7058823529411765,2.9968542393565674e-05,0.1
11,1.6707517601284585,0.3881865753663387,0.8517082228380091,0.7352941176470589,2.9950857157118544e-05,0.1
12,1.5756213759245137,0.4417858532530517,0.7782713981235728,0.7352941176470589,2.9929251317499212e-05,0.1
13,1.5218226622215845,0.47006299231834564,0.7190097324988421,0.7426470588235294,2.990373054046467e-05,0.1
14,1.4668807648858535,0.49766951069059107,0.575187953079448,0.8161764705882353,2.9874301518396384e-05,0.1
15,1.4102166071239668,0.5171326467171017,0.6711081967634314,0.7794117647058824,2.9840971968545348e-05,0.1
16,1.2803669324505471,0.5809697223746259,0.55045125764959,0.8235294117647058,2.980375063100837e-05,0.1
17,1.314937468102798,0.5742700974578443,0.45502470521365895,0.8455882352941176,2.9762647266436125e-05,0.1
18,1.283979169936048,0.5969684152263898,0.5137093242476968,0.8308823529411765,2.9717672653473598e-05,0.1
19,1.2157158564201929,0.6297571833425831,0.4954110243741204,0.8235294117647058,2.9668838585933568e-05,0.1
20,1.2323157240750762,0.623498563945529,0.48470411756459403,0.8235294117647058,2.9616157869703905e-05,0.1
21,1.1413183429024436,0.6724272031086707,0.464842289686203,0.8676470588235294,2.95596443193894e-05,0.1
22,1.0697388590088945,0.7015062358539567,0.47051556671366973,0.8455882352941176,2.949931275468918e-05,0.1
