Time,25W,25X,25Y,25Z,25P,25Q
0.000,1822,2645,3851,9,10,6
0.020,1832,2648,3856,8,9,4
0.040,1838,2643,3969,5,5,8
0.060,1836,2643,3977,3,8,-1
0.080,1839,2643,4095,10,7,8
0.100,1833,2643,3962,4,8,8
0.120,1828,2647,3863,16,4,6
0.140,1841,2644,3966,-1,8,1
0.160,1830,2646,3974,8,5,6
0.180,1826,2646,4055,11,-21,8
0.200,1833,2639,3962,1,11,9
0.220,1832,2639,3868,13,6,8
0.240,1836,2650,3961,11,3,10
0.260,1833,2643,3971,4,4,6
0.280,1836,2646,4085,10,8,5
0.300,1831,2644,3943,8,12,7
0.320,1832,2640,3865,5,7,10
0.340,1831,2639,3960,10,10,6
0.360,1834,2648,3976,7,8,9
0.380,1829,2645,4003,6,7,8
0.400,1838,2644,3944,7,6,7
0.420,1840,2641,3874,6,8,4
0.440,1833,2644,3961,7,2,6
0.460,1830,2643,3963,6,11,7
0.480,1831,2642,4015,8,3,9
0.500,1835,2641,3949,9,6,3
0.520,1838,2644,3874,6,5,3
0.540,1841,2640,3981,8,7,8
0.560,1834,2645,3975,5,8,-1
0.580,1834,2644,4052,7,6,10
0.600,1848,2643,3944,6,7,8
0.620,1825,2644,3886,6,3,4
0.640,1834,2645,3976,8,8,3
0.660,1840,2643,3970,6,9,10
0.680,1834,2652,3983,7,4,10
0.700,1835,2649,3949,8,8,10
0.720,1836,2643,3888,8,10,5
0.740,1837,2645,3976,7,8,7
0.760,1835,2645,3968,8,4,7
0.780,1837,2637,4023,-12,8,7
0.800,1829,2642,3942,7,9,-1
0.820,1829,2641,3861,6,3,3
0.840,1834,2646,4002,7,7,3
0.860,1833,2647,3971,2,6,5
0.880,1823,2645,4012,9,5,7
0.900,1834,2642,3952,4,4,7
0.920,1840,2639,3867,5,8,5
0.940,1842,2644,3961,5,6,8
0.960,1834,2645,3967,6,2,8
0.980,1839,2648,3991,8,8,8
1.000,1836,2643,3955,8,8,3
1.020,1835,2643,3882,8,8,4
1.040,1840,2644,3995,5,1,10
1.060,1835,2643,3963,7,4,8
1.080,1831,2650,3987,16,10,3
1.100,1833,2650,3941,8,5,8
1.120,1829,2645,3862,10,7,8
1.140,1833,2645,3991,9,8,8
1.160,1835,2642,3969,9,6,4
1.180,1839,2645,4049,9,4,4
1.200,1838,2645,3947,4,8,4
1.220,1832,2640,3866,12,7,5
1.240,1831,2647,3986,7,7,7
1.260,1831,2648,3962,5,12,7
1.280,1856,2644,4040,8,8,8
1.300,1833,2642,3946,6,9,5
1.320,1840,2639,3883,10,8,6
1.340,1834,2644,3989,9,9,8
1.360,1835,2643,3948,5,6,2
1.380,1839,2640,4031,8,8,5
1.400,1833,2640,3949,7,7,8
1.420,1831,2639,3841,8,9,6
1.440,1832,2643,3990,9,10,8
1.460,1835,2645,3965,5,8,4
1.480,1839,2645,3976,3,7,8
1.500,1838,2644,3951,9,9,11
1.520,1835,2644,3848,3,3,6
1.540,1840,2646,4002,6,2,6
1.560,1834,2649,3972,10,-4,6
1.580,1841,2646,3977,12,4,5
1.600,1831,2643,3958,5,-10,7
1.620,1834,2645,3850,8,9,8
1.640,1835,2648,3961,5,8,9
1.660,1841,2648,3970,4,5,7
1.680,1835,2639,3999,5,5,9
1.700,1832,2649,3956,5,-1,6
1.720,1835,2644,3852,5,8,9
1.740,1836,2641,3983,11,3,7
1.760,1835,2645,3976,5,8,8
1.780,1843,2648,4020,7,9,4
1.800,1831,2641,3959,3,9,5
1.820,1823,2645,3845,5,9,7
1.840,1831,2644,3986,7,4,7
1.860,1835,2639,3985,12,5,9
1.880,1823,2647,3944,6,9,8
1.900,1831,2640,3949,12,5,7
1.920,1837,2642,3836,5,9,10
1.940,1835,2647,3988,8,8,8
1.960,1828,2642,3963,10,4,6
1.980,1845,2644,3973,6,8,12
2.000,1831,2648,3943,3,5,8
2.020,1838,2648,3849,5,9,3
2.040,1834,2641,3988,8,5,8
2.060,1837,2645,3975,2,8,4
2.080,1841,2643,3988,8,8,7
2.100,1831,2649,3958,8,8,3
2.120,1840,2637,3828,8,9,8
2.140,1839,2642,3982,10,4,5
2.160,1840,2642,3965,3,8,3
2.180,1837,2658,4025,9,1,8
2.200,1831,2645,3957,8,4,3
2.220,1841,2640,3837,5,4,7
2.240,1837,2643,3971,9,7,8
2.260,1838,2648,3976,10,5,6
2.280,1826,2648,3967,12,4,10
2.300,1837,2644,3960,8,11,8
2.320,1834,2651,3821,6,9,8
2.340,1837,2643,3995,6,4,6
2.360,1834,2645,3980,8,8,5
2.380,1841,2648,3989,5,4,5
2.400,1840,2643,3952,10,4,5
2.420,1834,2646,3835,8,17,8
2.440,1836,2646,3986,11,5,10
2.460,1835,2646,3967,9,7,4
2.480,1839,2649,4009,4,7,4
2.500,1831,2642,3949,6,6,8
2.520,1833,2642,3841,8,8,4
2.540,1835,2642,3979,6,2,5
2.560,1834,2644,4013,8,-1,6
2.580,1841,2641,3979,8,5,8
2.600,1836,2642,3951,7,5,10
2.620,1836,2641,3842,9,3,7
2.640,1835,2644,3984,6,5,5
2.660,1837,2646,4080,11,6,3
2.680,1844,2648,3979,12,5,6
2.700,1831,2645,3950,3,8,8
2.720,1833,2642,3844,4,8,4
2.740,1840,2646,3967,9,7,7
2.760,1841,2645,4063,6,4,10
2.780,1840,2646,3990,6,8,8
2.800,1828,2639,3959,6,3,8
2.820,1835,2646,3821,6,8,4
2.840,1835,2643,3988,10,3,4
2.860,1843,2644,4095,10,5,3
2.880,1843,2643,3983,9,5,8
2.900,1836,2646,3949,4,7,16
2.920,1833,2645,3859,5,2,3
2.940,1837,2647,3982,9,9,5
2.960,1861,2636,4090,16,3,2
2.980,1839,2644,3980,9,8,13
3.000,1834,2646,3954,4,8,6
3.020,1832,2635,3807,5,8,4
3.040,1839,2649,3974,7,7,8
3.060,1844,2648,4095,8,5,8
3.080,1844,2646,3961,3,3,9
3.100,1834,2646,3942,9,8,3
3.120,1830,2641,3843,5,8,12
3.140,1836,2646,3980,8,4,8
3.160,1837,2649,4092,8,5,6
3.180,1838,2642,3995,7,5,8
3.200,1837,2648,3949,7,9,6
3.220,1837,2639,3792,4,7,4
3.240,1833,2646,3980,3,5,11
3.260,1837,2650,4095,11,3,5
3.280,1833,2645,3977,7,6,8
3.300,1834,2643,3946,7,-1,7
3.320,1827,2641,3799,5,3,8
3.340,1837,2648,3967,7,7,-2
3.360,1836,2646,4086,10,7,-1
3.380,1840,2647,3967,5,3,5
3.400,1837,2647,3936,10,8,4
3.420,1836,2641,3792,10,3,4
3.440,1835,2646,3966,9,6,5
3.460,1843,2649,4095,7,4,3
3.480,1828,2645,4002,9,1,5
3.500,1831,2641,3942,8,8,7
3.520,1833,2639,3801,8,1,7
3.540,1836,2644,3969,3,11,10
3.560,1825,2641,4090,7,8,8
3.580,1835,2645,4095,6,5,9
3.600,1831,2640,3948,-1,6,4
3.620,1840,2633,-386,4,3,6
3.640,1830,2637,3615,8,-6,7
3.660,1840,2646,4095,19,16,9
3.680,1848,2652,4095,114,23,21
3.700,1846,2642,3614,12,16,13
3.720,1832,2648,-405,6,2,-2
3.740,1830,2640,3680,7,5,4
3.760,1874,2648,4095,101,23,22
3.780,1845,2639,4095,111,26,22
3.800,1828,2637,3568,13,9,11
3.820,1801,2640,-381,5,10,4
3.840,1832,2647,3787,10,13,6
3.860,1823,2634,4095,115,30,18
3.880,1874,2656,4095,124,34,20
3.900,1836,2642,3472,7,8,6
3.920,1809,2646,-333,8,7,6
3.940,1840,2635,3847,8,10,7
3.960,1828,2664,4095,118,23,29
3.980,1844,2652,4095,16,13,14
4.000,1832,2648,3411,7,5,10
4.020,1811,2627,-368,1,5,8
4.040,1821,2635,3796,6,4,8
4.060,1857,2659,4095,105,28,20
4.080,1852,2646,4095,10,16,16
4.100,1826,2644,3138,10,11,11
4.120,1814,2638,-366,4,6,9
4.140,1830,2640,3847,12,5,-1
4.160,1934,2629,4095,118,24,19
4.180,1840,2637,4095,99,21,20
4.200,1823,2646,3125,9,10,7
4.220,1824,2637,-297,9,11,9
4.240,1840,2648,3835,9,13,11
4.260,1847,2656,4095,117,24,20
4.280,1851,2669,4095,15,10,11
4.300,1799,2645,3109,10,14,8
4.320,1828,2634,-207,11,2,12
4.340,1842,2643,3919,9,7,11
4.360,1854,2645,4095,112,26,25
4.380,1862,2646,4095,77,26,18
4.400,1823,2642,3221,12,13,8
4.420,1834,2667,295,9,5,4
4.440,1851,2637,3919,11,7,9
4.460,1861,2650,4095,115,20,25
4.480,1821,2644,4095,5,29,7
4.500,1816,2644,3211,10,11,7
4.520,1806,2634,353,9,16,6
4.540,1840,2654,3908,7,13,11
4.560,1847,2649,4095,115,23,24
4.580,1833,2637,4095,15,10,10
4.600,1833,2651,3312,7,9,13
